"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00134101","1962-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","454.7","0","0.0",",0","5",",0","3",",0","0",",0","4",",0","1",",0","5",",0","27",",0","13",",0","0",",0","0",",0","","","19621226",",,0","19621226","+,,0","19621225",",,0","","","19621204",",,0","19621202",",,0","-28.9",",0,26,","76",",,0,26,+","81",",,0,25,","5.1",",,0,04,","18.9",",0,02,","","","1393.9","0","698.3",",0","","","","","14.9",",,,0","81",",,,0","-4.19",",0","1.65",",,,0","-10.04",",,,0","",""
"USC00134101","1963-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","10",",0","1",",0","0",",0","21",",0","4",",0","20",",0","31",",0","28",",0","0",",0","0",",0","","","19630128",",,0","19630123","+,,0","19630111",",,0","","","19630121",",,0","19630109","+,,0","-31.1",",0,28,","152",",,0,23,+","56",",,0,11,","2.5",",,0,21,","8.3",",0,09,+","","","2344.1","0","950.2",",0","","","","","13.1",",,,0","229",",,,0","-12.32",",0","-7.28",",,,0","-17.36",",,,0","",""
"USC00134101","1963-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","7",",0","0",",0","0",",0","21",",0","3",",0","8",",0","28",",0","16",",0","0",",0","0",",0","","","19630203",",,0","19630201",",,0","19630225",",,0","","","19630220",",,0","19630218",",,0","-25.0",",0,03,","102",",,0,01,","38",",,0,25,","2.0",",,0,20,","8.3",",0,18,","","","3059.0","0","714.9",",0","","","","","7.4",",,,0","121",",,,0","-7.20",",0","-1.26",",,,0","-13.14",",,,0","",""
"USC00134101","1963-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","11",",0","7",",0","0",",0","1",",0","1",",0","0",",0","25",",0","0",",0","8",",0","0",",0","","","19630301",",,0","19630305",",,0","19630305",",,0","","","19630304",",,0","19630328",",,0","-13.9",",0,01,","51",",,0,05,","51",",,0,05,","17.8",",,0,04,","24.4",",0,28,","","","3484.4","0","425.4",",0","","","","","56.6",",,,0","69",",,,0","4.61",",0","11.23",",,,0","-2.00",",,,0","",""
"USC00134101","1963-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","2.0","0","2.0",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","12",",0","0",",0","","","19630424","+,,0","19630430","+,,0","19630430","+,,0","","","19630422",",,0","19630416",",,0","-2.2",",0,24,+","0",",,0,30,+","0",",,0,30,+","25.4",",,0,22,","27.8",",0,16,","116.5","1,,,0","3684.9","0","200.5",",0","","","","","89.0",",,,0","0",",,,0","11.71",",0","19.26",",,,0","4.17",",,,0","4032","1,,,0"
"USC00134101","1963-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","15.3","0","13.3",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","17",",0","1",",0","","","19630501",",,0","19630531","+,,0","19630531","+,,0","","","19630512",",,0","19630509",",,0","-1.7",",0,01,","0",",,0,31,+","0",",,0,31,+","28.4",",,0,12,","32.2",",0,09,","139.3","1,,,0","3799.7","0","114.8",",0","","","","","77.1",",,,0","0",",,,0","15.06",",0","21.81",",,,0","8.31",",,,0","3633",",,,0"
"USC00134101","1963-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","151.7","0","136.4","1,0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","13","1,0","","","19630622",",,0","19630630","+,,0","19630630","+,,0","","","19630606",",,0","19630629",",1,0","6.7",",0,22,","0",",,0,30,+","0",",,0,30,+","1.0",",,0,06,","36.7","1,0,29,","216.9",",,,0","3805.3","0","5.6","1,0","","","","","1.3",",,,0","0",",,,0","22.82","1,0","31.04","1,,,0","14.60",",,,0","2477",",,,0"
"USC00134101","1963-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","309.7","0","158.0",",0","12",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","","","19630704",",,0","19630731","+,,0","19630731","+,,0","","","19630719",",,0","19630701",",,0","9.4",",0,04,","0",",,0,31,+","0",",,0,31,+","36.8",",,0,19,","37.8",",0,01,","206.1","1,,,0","2.5","0","2.5",",0","","","","","222.4",",,,0","0",",,,0","23.35",",0","30.04",",,,0","16.65",",,,0","2295",",,,0"
"USC00134101","1963-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","413.7","0","104.0",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","","","19630818",",,0","19630831","+,,0","19630831","+,,0","","","19630806",",,0","19630802",",,0","8.9",",0,18,","0",",,0,31,+","0",",,0,31,+","16.8",",,0,06,","35.0",",0,02,","146.3",",,,0","7.7","0","5.2",",0","","","","","54.2",",,,0","0",",,,0","21.52",",0","27.89",",,,0","15.15",",,,0","1988",",,,0"
"USC00134101","1963-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","465.9","0","52.2",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","19630930",",,0","19630930","+,,0","19630930","+,,0","","","19630911",",,0","19630919","+,,0","2.8",",0,30,","0",",,0,30,+","0",",,0,30,+","16.3",",,0,11,","31.1",",0,19,+","97.2","2,,,0","48.0","0","40.3",",0","14.43",",,,0","27.56","4,,,0","39.9",",,,0","0",",,,0","18.73",",0","25.86",",,,0","11.59",",,,0","2105","1,,,0"
"USC00134101","1963-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","493.7","0","27.8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","26",",0","1",",0","","","19631029",",,0","19631031","+,,0","19631031","+,,0","","","19631031",",,0","19631006",",,0","-1.1",",0,29,","0",",,0,31,+","0",",,0,31,+","1.8",",,0,31,","33.9",",0,06,","112.8",",,,0","102.1","0","54.1",",0","11.45",",,,0","25.45",",,,0","5.1",",,,0","0",",,,0","17.48",",0","25.66",",,,0","9.30",",,,0","2441",",,,0"
"USC00134101","1963-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","493.7","0","0.0",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","19",",0","0",",0","0",",0","0",",0","","","19631123",",,0","19631130","+,,0","19631130","+,,0","","","19631122",",,0","19631116",",,0","-7.8",",0,23,","0",",,0,30,+","0",",T,0,30,+","46.7",",,0,22,","20.0",",0,16,","42.8","4,,,0","477.4","0","375.3",",0","3.15","2,,,0","13.83","2,,,0","70.2",",,,0","0",",T,,0","5.82",",0","12.10",",,,0","-0.46",",,,0","3246",",,,0"
"USC00134101","1963-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","493.7","0","0.0",",0","7",",0","2",",0","0",",0","15",",0","2",",0","17",",0","31",",0","20",",0","0",",0","0",",0","","","19631221",",,0","19631218","+,,0","19631211",",,0","","","19631217",",,0","19631206",",,0","-28.9",",0,21,","152",",,0,18,+","132",",,0,11,","4.6",",,0,17,","12.2",",0,06,","","","1353.5","0","876.1",",0","","","","","10.8",",,,0","220",",,,0","-9.93",",0","-3.89",",,,0","-15.97",",,,0","",""
"USC00134101","1964-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","9",",0","1",",0","5",",0","30",",0","10",",0","0",",0","0",",0","","","19640110",",,0","19640116","+,,0","19640108",",,0","","","19640108",",,0","19640122","+,,0","-18.9",",0,10,","25",",,0,16,+","25",",,0,08,","4.8",",,0,08,","13.3",",0,22,+","","","2011.3","0","657.8",",0","","","","","6.9",",,,0","38",",,,0","-2.89",",0","3.46",",,,0","-9.23",",,,0","",""
"USC00134101","1964-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","6",",0","2",",0","0",",0","8",",0","2",",0","2",",0","29",",0","3",",0","0",",0","0",",0","","","19640227",",,0","19640213","+,,0","19640212",",,0","","","19640212",",,0","19640205",",,0","-18.3",",0,27,","102",",,0,13,+","107",",,0,12,","7.9",",,0,12,","12.2",",0,05,","","","2624.6","0","613.3",",0","","","","","16.9",",,,0","148",",,,0","-2.82",",0","3.87",",,,0","-9.50",",,,0","",""
"USC00134101","1964-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","12",",0","5",",0","0",",0","5",",0","3",",0","0",",0","29",",0","3",",0","0",",0","0",",0","","","19640327",",,0","19640320",",,0","19640305",",,0","","","19640308",",,0","19640302",",,0","-13.9",",0,27,","76",",,0,20,","76",",,0,05,","11.9",",,0,08,","18.3",",0,02,","","","3162.3","0","537.7",",0","","","","","38.9",",,,0","204",",,,0","0.99",",0","7.38",",,,0","-5.40",",,,0","",""
"USC00134101","1964-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","2.0","0","2.0",",0","13",",0","11",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","9",",0","0",",0","","","19640409",",,0","19640430","+,,0","19640408","+,,0","","","19640420",",,0","19640416",",,0","-5.6",",0,09,","0",",,0,30,+","0",",T,0,08,+","27.7",",,0,20,","29.4",",0,16,","122.2",",,,0","3392.0","0","229.7",",0","5.92",",,,0","19.63",",,,0","106.9",",,,0","0",",T,,0","10.74",",0","17.28",",,,0","4.21",",,,0","5756",",,,0"
"USC00134101","1964-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","80.7","0","78.7",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","","","19640514",",,0","19640531","+,,0","19640531","+,,0","","","19640508",",,0","19640518",",,0","6.1",",0,14,","0",",,0,31,+","0",",,0,31,+","24.4",",,0,08,","32.8",",0,18,","197.0",",,,0","3415.9","0","23.9",",0","13.46",",,,0","28.86",",,,0","64.0",",,,0","0",",,,0","20.10",",0","26.68",",,,0","13.51",",,,0","3950",",,,0"
"USC00134101","1964-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","198.8","0","118.1",",0","10",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","4",",0","","","19640603",",,0","19640630","+,,0","19640630","+,,0","","","19640620",",,0","19640609",",,0","6.7",",0,03,","0",",,0,30,+","0",",,0,30,+","29.0",",,0,20,","35.0",",0,09,","191.2",",,,0","3424.9","0","9.0",",0","17.39",",,,0","31.59",",,,0","140.3",",,,0","0",",,,0","21.97",",0","28.32",",,,0","15.61",",,,0","2923",",,,0"
"USC00134101","1964-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","403.1","0","204.3",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","19640713",",,0","19640731","+,,0","19640731","+,,0","","","19640731",",,0","19640724",",,0","12.2",",0,13,","0",",,0,31,+","0",",,0,31,+","32.5",",,0,31,","36.1",",0,24,","187.1",",,,0","0.0","0","0.0",",0","21.07",",,,0","34.08",",,,0","90.5",",,,0","0",",,,0","24.92",",0","31.11",",,,0","18.74",",,,0","2094",",,,0"
"USC00134101","1964-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","522.8","0","119.7",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","19640813",",,0","19640831","+,,0","19640831","+,,0","","","19640821",",,0","19640803","+,,0","5.0",",0,13,","0",",,0,31,+","0",",,0,31,+","28.4",",,0,21,","36.1",",0,03,+","164.7",",,,0","16.1","0","16.1",",0","16.20",",,,0","32.06",",,,0","63.6",",,,0","0",",,,0","21.67",",0","28.78",",,,0","14.57",",,,0","2527",",,,0"
"USC00134101","1964-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","584.5","0","61.7",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","22",",0","3",",0","","","19640928",",,0","19640930","+,,0","19640930","+,,0","","","19640923",",,0","19640903",",,0","0.0",",0,28,","0",",,0,30,+","0",",,0,30,+","24.9",",,0,23,","33.3",",0,03,","112.9",",,,0","79.9","0","63.8",",0","13.70",",,,0","28.63",",,,0","62.5",",,,0","0",",,,0","18.26",",0","24.91",",,,0","11.61",",,,0","2343",",,,0"
"USC00134101","1964-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","584.5","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","13",",0","0",",0","","","19641023",",,0","19641031","+,,0","19641031","+,,0","","","19641012",",,0","19641017",",,0","-5.0",",0,23,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,12,","27.8",",0,17,","100.7",",,,0","322.3","0","242.4",",0","5.88","1,,,0","19.75",",,,0","0.8",",,,0","0",",,,0","10.51",",0","18.99",",,,0","2.04",",,,0","2621",",,,0"
"USC00134101","1964-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","584.5","0","0.0",",0","6",",0","1",",0","1",",0","0",",0","0",",0","2",",0","14",",0","4",",0","5",",0","0",",0","","","19641130",",,0","19641120",",,0","19641120",",,0","","","19641102",",,0","19641111","+,,0","-20.6",",0,30,","0",",T,0,20,","5",",,0,20,","33.5",",,0,02,","23.9",",0,11,+","","","689.3","0","367.0",",0","","","","","39.4",",,,0","5",",,,0","6.10",",0","12.74",",,,0","-0.54",",,,0","3399",",,,0"
"USC00134101","1964-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","584.5","0","0.0",",0","10",",0","4",",0","0",",0","15",",0","4",",0","4",",0","30",",0","17",",0","0",",0","0",",0","","","19641217",",,0","19641205","+,,0","19641202",",,0","","","19641204","+,,0","19641223",",,0","-21.7",",0,17,","127",",,0,05,+","64",",,0,02,","4.1",",,0,04,+","8.3",",0,23,","","","1403.4","0","714.1",",0","","","","","21.7",",,,0","217",",,,0","-4.70",",0","-0.04",",,,0","-9.37",",,,0","",""
"USC00134101","1965-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","11",",0","6",",0","0",",0","13",",0","3",",0","8",",0","30",",0","15",",0","0",",0","0",",0","","","19650130",",,0","19650116","+,,0","19650126","+,,0","","","19650122",",,0","19650108","+,,0","-25.6",",0,30,","76",",,0,16,+","51",",,0,26,+","20.3",",,0,22,","8.9",",0,08,+","","","2173.1","0","769.7",",0","","","","","60.2",",,,0","140",",,,0","-6.50",",0","-0.84",",,,0","-12.15",",,,0","",""
"USC00134101","1965-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","8",",0","2",",0","0",",0","10",",0","2",",0","6",",0","27",",0","12",",0","0",",0","0",",0","","","19650202",",,0","19650224","+,,0","19650223",",,0","","","19650212",",,0","19650228",",,0","-25.6",",0,02,","76",",,0,24,+","46",",,0,23,","5.1",",,0,12,","15.6",",0,28,","","","2819.5","0","646.4",",0","","","","","16.1",",,,0","110",",,,0","-4.75",",0","1.47",",,,0","-10.97",",,,0","",""
"USC00134101","1965-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","12",",0","6",",0","0",",0","10",",0","4",",0","0",",0","30",",0","11",",0","0",",0","0",",0","","","19650320",",,0","19650304",",,0","19650317",",,0","","","19650317",",,0","19650301",",,0","-16.1",",0,20,","76",",,0,04,","56",",,0,17,","17.0",",,0,17,","13.3",",0,01,","","","3482.4","0","662.9",",0","","","","","59.8",",,,0","225",",,,0","-3.05",",0","1.53",",,,0","-7.63",",,,0","",""
"USC00134101","1965-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.3","0","0.3",",0","14",",0","10",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","6",",0","0",",0","","","19650402",",,0","19650430","+,,0","19650430","+,,0","","","19650424",",,0","19650430",",,0","-1.1",",0,02,","0",",,0,30,+","0",",,0,30,+","104.6",",,0,24,","29.4",",0,30,","73.5","3,,,0","3728.8","0","246.4",",0","6.42","1,,,0","18.64","1,,,0","211.3",",,,0","0",",,,0","10.13",",0","16.00",",,,0","4.25",",,,0","3771",",,,0"
"USC00134101","1965-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","56.5","0","56.2",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","19650529",",,0","19650531","+,,0","19650531","+,,0","","","19650516",",,0","19650525",",,0","2.2",",0,29,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,16,","31.1",",0,25,","144.2",",,,0","3771.3","0","42.5",",0","13.77",",,,0","28.30",",,,0","136.8",",,,0","0",",,,0","18.78",",0","25.87",",,,0","11.68",",,,0","2717",",,,0"
"USC00134101","1965-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","144.8","0","88.3",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","19650619","+,,0","19650630","+,,0","19650630","+,,0","","","19650629",",,0","19650628","+,,0","9.4",",0,19,+","0",",,0,30,+","0",",,0,30,+","17.3",",,0,29,","33.3",",0,28,+","165.4",",,,0","3772.8","0","1.5",",0","16.45",",,,0","32.17",",,,0","74.8",",,,0","0",",,,0","21.23",",0","27.63",",,,0","14.83",",,,0","2316",",,,0"
"USC00134101","1965-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","302.2","0","157.4",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","19650729",",,0","19650731","+,,0","19650731","+,,0","","","19650709",",,0","19650723",",,0","12.2",",0,29,","0",",,0,31,+","0",",,0,31,+","27.4",",,0,09,","36.7",",0,23,","167.9",",,,0","0.0","0","0.0",",0","19.16",",,,0","34.29",",,,0","71.2",",,,0","0",",,,0","23.41",",0","29.74",",,,0","17.09",",,,0","2127",",,,0"
"USC00134101","1965-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","438.2","0","136.0",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","9",",0","","","19650829",",,0","19650831","+,,0","19650831","+,,0","","","19650808",",,0","19650805",",,0","7.8",",0,29,","0",",,0,31,+","0",",,0,31,+","37.3",",,0,08,","36.1",",0,05,","146.4",",,,0","10.0","0","10.0",",0","18.15",",,,0","32.97",",,,0","121.5",",,,0","0",",,,0","22.40",",0","29.01",",,,0","15.78",",,,0","1847",",,,0"
"USC00134101","1965-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","477.6","0","39.4",",0","15",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","","","19650925",",,0","19650930","+,,0","19650930","+,,0","","","19650921",",,0","19650909",",,0","2.8",",0,25,","0",",,0,30,+","0",",,0,30,+","66.0",",,0,21,","32.2",",0,09,","74.9","1,,,0","75.5","0","65.5",",0","13.16",",,,0","26.05",",,,0","260.1",",,,0","0",",,,0","17.46",",0","23.58",",,,0","11.35",",,,0","2111",",,,0"
"USC00134101","1965-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","484.6","0","7.0",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","10",",0","0",",0","","","19651029",",,0","19651031","+,,0","19651031","+,,0","","","19651014",",,0","19651019","+,,0","-2.2",",0,29,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,14,","27.8",",0,19,+","","","263.2","0","187.7",",0","","","","","43.9",",,,0","0",",,,0","12.50",",0","19.14",",,,0","5.87",",,,0","",""
"USC00134101","1965-11","41.6093","-91.5051","195.1","IOWA CITY, IA US","484.6","0","0.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","15",",0","3",",0","2",",0","0",",0","","","19651129",",,0","19651130","+,,0","19651129","+,,0","","","19651126",",,0","19651103","+,,0","-10.0",",0,29,","0",",,0,30,+","0",",T,0,29,+","15.5",",,0,26,","23.9",",0,03,+","","","651.8","0","388.6",",0","","","","","40.7",",,,0","0",",T,,0","5.38",",0","10.96",",,,0","-0.20",",,,0","",""
"USC00134101","1965-12","41.6093","-91.5051","195.1","IOWA CITY, IA US","484.6","0","0.0",",0","7",",0","4",",0","1",",0","5",",0","2",",0","0",",0","25",",0","6",",0","0",",0","0",",0","","","19651228",",,0","19651225",",,0","19651225",",,0","","","19651224",",,0","19651231","+,,0","-15.0",",0,28,","102",",,0,25,","53",",,0,25,","41.9",",,0,24,","15.6",",0,31,+","","","1171.8","0","520.0",",0","","","","","68.8",",,,0","117",",,,0","1.56",",0","6.56",",,,0","-3.44",",,,0","",""
"USC00134101","1966-01","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","3",",0","3",",0","0",",0","20",",0","1",",0","13",",0","31",",0","22",",0","0",",0","0",",0","","","19660129",",,0","19660113","+,,0","19660112",",,0","","","19660102",",,0","19660105","+,,0","-30.0",",0,29,","102",",,0,13,+","107",",,0,12,","12.2",",,0,02,","7.8",",0,05,+","","","2032.4","0","860.6",",0","","","","","22.8",",,,0","112",",,,0","-9.43",",0","-3.90",",,,0","-14.96",",,,0","",""
"USC00134101","1966-02","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","4",",0","3",",0","0",",0","6",",0","0",",0","3",",0","26",",0","11",",0","0",",0","0",",0","","","19660204",",,0","19660205","+,,0","19660228","+,,0","","","19660208",",,0","19660209",",,0","-19.4",",0,04,","51",",,0,05,+","0",",T,0,28,+","10.2",",,0,08,","11.1",",0,09,","","","2643.2","0","610.8",",0","","","","","18.1",",,,0","0",",T,,0","-3.48",",0","1.91",",,,0","-8.87",",,,0","",""
"USC00134101","1966-03","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0","1,0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","20",",0","3","1,0","4","1,0","0","1,0","","","19660307",",,0","19660305",",,0","19660324","+,,0","","","19660318",",,0","19660317",",1,0","-10.6",",0,07,","0",",T,0,05,","0",",T,0,24,+","13.7",",,0,18,","24.4","1,0,17,","","","3041.0","0","397.8","1,0","","","","","45.3",",,,0","0",",T,,0","4.98","1,0","11.34","1,,,0","-1.37",",,,0","",""
"USC00134101","1966-04","41.6093","-91.5051","195.1","IOWA CITY, IA US","0.0","0","0.0",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0",",0","7",",0","0",",0","","","19660410",",,0","19660430","+,,0","19660408","+,,0","","","19660418",",,0","19660426",",,0","-3.9",",0,10,","0",",,0,30,+","0",",T,0,08,+","32.0",",,0,18,","25.0",",0,26,","83.9",",,,0","3326.6","0","285.6",",0","5.33",",,,0","17.94",",,,0","84.3",",,,0","0",",T,,0","8.81",",0","15.24",",,,0","2.38",",,,0","4178",",,,0"
"USC00134101","1966-05","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","","","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","5",",0","","","","","","","","","19660511","+,,0","19660531","+,,0","19660531","+,,0","","","19660511",",,0","","","-2.8",",0,11,+","0",",,0,31,+","0",",,0,31,+","39.4",",,0,11,","","","144.8",",,,0","","","","","9.48",",,,0","24.44",",,,0","138.8",",,,0","0",",,,0","","","","","6.93",",,,0","3005",",,,0"
"USC00134101","1966-06","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","97.7",",0","9",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","","","19660610",",,0","19660630","+,,0","19660630","+,,0","","","19660609",",,0","19660625",",,0","5.6",",0,10,","0",",,0,30,+","0",",,0,30,+","65.5",",,0,09,","33.3",",0,25,","144.8","2,,,0","","","11.7",",0","17.02",",,,0","30.89",",,,0","182.9",",,,0","0",",,,0","21.20",",0","27.99",",,,0","14.41",",,,0","1867",",,,0"
"USC00134101","1966-07","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","214.7",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","19660730",",,0","19660731","+,,0","19660731","+,,0","","","19660727",",,0","19660711","+,,0","11.7",",0,30,","0",",,0,31,+","0",",,0,31,+","50.3",",,0,27,","37.2",",0,11,+","177.9","2,,,0","0.0","0","0.0",",0","21.10",",,,0","35.01",",,,0","135.9",",,,0","0",",,,0","25.26",",0","32.32",",,,0","18.19",",,,0","1893",",,,0"
"USC00134101","1966-08","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","96.4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","","","19660824",",,0","19660831","+,,0","19660831","+,,0","","","19660802",",,0","19660818","+,,0","8.3",",0,24,","0",",,0,31,+","0",",,0,31,+","9.7",",,0,02,","33.3",",0,18,+","156.5",",,,0","5.1","0","5.1",",0","17.18",",,,0","31.63",",,,0","11.0",",,,0","0",",,,0","21.28",",0","28.60",",,,0","13.96",",,,0","2126",",,,0"
"USC00134101","1966-09","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","29.5",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","","","19660926","+,,0","19660930","+,,0","19660930","+,,0","","","19660914",",,0","19660901",",,0","3.3",",0,26,+","0",",,0,30,+","0",",,0,30,+","16.8",",,0,14,","32.2",",0,01,","114.5",",,,0","68.4","0","63.3",",0","13.08",",,,0","25.92",",,,0","27.0",",,,0","0",",,,0","17.21",",0","24.28",",,,0","10.13",",,,0","1928",",,,0"
"USC00134101","1966-10","41.6093","-91.5051","195.1","IOWA CITY, IA US","","","3.6",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0",",0","14",",0","0",",0","","","19661025",",,0","19661031","+,,0","19661031","+,,0","","","19661013",",,0","19661008","+,,0","-5.0",",0,25,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,13,","27.2",",0,08,+","92.0",",,,0","277.5","0","209.1",",0","5.88",",,,0","19.12",",,,0","66.2",",,,0","0",",,,0","11.71",",0","19.84",",,,0","3.57",",,,0","2796",",,,0"
