STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,HX01,HX01_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LX01,LX01_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES
USW00023065,1967-06,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,66.9,0,44.3,",0",12,",0",7,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",26,",0",1,",0",12,,4,,19670601,",,0",19670630,"+,,0",19670630,"+,,0",14,,19670628,",,0",19670627,",,0",7.2,",0,01,",0,",,0,30,+",0,",,0,30,+",36.8,",,0,28,",33.3,",0,27,",,,3263.8,0,,,28.2,",0",,,,,,,,,,,,,,,82.2,",,,0",,,,,,,0,",,,0",18.87,",0",26.07,",,,0",11.68,",,,0",,,190,",X",,,,,,,,,17.9,",X",,,,,,
USW00023065,1967-07,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,194.8,0,127.9,",0",11,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",10,",0",13,,4,,19670702,",,0",19670731,"+,,0",19670731,"+,,0",8,,19670707,",,0",19670722,",,0",10.6,",0,02,",0,",,0,31,+",0,",,0,31,+",8.9,",,0,07,",37.2,",0,22,",,,6.4,0,,,6.4,",0",,,,,,,,,,,,,,,30.6,",,,0",,,,,,,0,",,,0",22.25,",0",29.41,",,,0",15.09,",,,0",,,280,",X",,,,,,,,,16.5,",X",,,,,,
USW00023065,1967-08,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,309.6,0,114.8,",0",7,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",11,",0",1,,1,,19670827,",,0",19670831,"+,,0",19670831,"+,,0",7,,19670820,",,0",19670828,",,0",8.9,",0,27,",0,",,0,31,+",0,",,0,31,+",13.5,",,0,20,",36.7,",0,28,",,,14.2,0,,,7.8,",0",,,,,,,,,,,,,,,44.7,",,,0",,,,,,,0,",,,0",21.79,",0",30.02,",,,0",13.55,",,,0",,,250,",X",,,,,,,,,13,",X",,,,,,
USW00023065,1967-09,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,335.7,0,26.1,",0",11,",0",5,",0",1,",0",0,",0",0,",0",0,",0",1,",0",0,",0",25,",0",1,",0",10,,4,,19670927,",,0",19670930,"+,,0",19670930,"+,,0",8,,19670918,",,0",19670930,",,0",-0.6,",0,27,",0,",,0,30,+",0,",,0,30,+",51.1,",,0,18,",32.2,",0,30,",,,65.5,0,,,51.3,",0",,,,,,,,,,,,,,,105.1,",,,0",,,,,,,0,",,,0",17.49,",0",25.67,",,,0",9.31,",,,0",,,340,",X",,,,,,,,,22.8,",X",,,,,,
USW00023065,1967-10,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,345.4,0,9.7,",0",4,",0",3,",0",0,",0",0,",0",0,",0",0,",0",11,",0",0,",0",16,",0",1,",0",2,,,,19671027,",,0",19671031,"+,,0",19671029,",,0",,,19671015,",,0",19671003,",,0",-5,",0,27,",0,",,0,31,+",0,",T,0,29,",5.6,",,0,15,",33.9,",0,03,",,,272.8,0,,,207.3,",0",,,,,,,,,,,,,,,13.3,",,,0",,,,,,,0,",T,,0",11.96,",0",21.34,",,,0",2.58,",,,0",,,320,",X",,,,,,,,,15.6,",X",,,,,,
USW00023065,1967-11,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,345.4,0,0,",0",3,",0",2,",0",0,",0",4,",0",2,",0",0,",0",26,",0",2,",0",3,",0",0,",0",5,,,,19671105,",,0",19671122,"+,,0",19671102,",,0",,,19671102,",,0",19671116,"+,,0",-13.3,",0,05,",51,",,0,22,+",46,",,0,02,",6.6,",,0,02,",23.3,",0,16,+",,,705.3,0,,,432.5,",0",,,,,,,,,,,,,,,10.4,",,,0",,,,,,,94,",,,0",3.92,",0",11.98,",,,0",-4.14,",,,0",,,320,",X",,,,,,,,,13,",X",,,,,,
USW00023065,1967-12,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,345.4,0,0,",0",8,",0",2,",0",0,",0",7,",0",3,",0",1,",0",31,",0",10,",0",0,",0",0,",0",6,,2,,19671231,",,0",19671231,"+,,0",19671230,",,0",,,19671226,",,0",19671223,"+,,0",-21.7,",0,31,",76,",,0,31,+",74,",,0,30,",3.8,",,0,26,",15.6,",0,23,+",,,1347.7,0,,,642.4,",0",,,,,,,,,,,,,,,11,",,,0",,,,,,,214,",,,0",-2.39,",0",4.53,",,,0",-9.31,",,,0",,,300,",X",,,,,,,,,20.1,",X",,,,,,
USW00023065,1968-01,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,0,0,",0",3,",0",0,",0",0,",0",8,",0",0,",0",3,",0",30,",0",3,",0",0,",0",0,",0",8,,3,,19680106,",,0",19680107,"+,,0",19680106,",,0",,,19680102,",,0",19680125,",,0",-22.8,",0,06,",51,",,0,07,+",20,",,0,06,",0.8,",,0,02,",20.6,",0,25,",,,1930.8,0,,,583.1,",0",,,,,,,,,,,,,,,1.6,",,,0",,,,,,,35,",,,0",-0.48,",0",7.44,",,,0",-8.39,",,,0",,,330,",X",,,,,,,,,14.8,",X",,,,,,
USW00023065,1968-02,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,0,0,",0",6,",0",0,",0",0,",0",1,",0",0,",0",0,",0",29,",0",4,",0",0,",0",0,",0",2,,,,19680229,"+,,0",19680221,",,0",19680220,",,0",,,19680220,",,0",19680219,",,0",-13.3,",0,29,+",25,",,0,21,",20,",,0,20,",1.3,",,0,20,",20.6,",0,19,",,,2438.3,0,,,507.5,",0",,,,,,,,,,,,,,,3.2,",,,0",,,,,,,53,",,,0",0.83,",0",9.4,",,,0",-7.74,",,,0",,,310,",X",,,,,,,,,13.9,",X",,,,,,
USW00023065,1968-03,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,0,0,",0",3,",0",0,",0",0,",0",2,",0",2,",0",0,",0",20,",0",0,",0",7,",0",0,",0",1,,,,19680303,",,0",19680310,",,0",19680309,",,0",,,19680310,"+,,0",19680330,",,0",-16.7,",0,03,",51,",,0,10,",41,",,0,09,",2,",,0,10,+",29.4,",0,30,",,,2811.3,0,,,373,",0",,,,,,,,,,,,,,,5,",,,0",,,,,,,77,",,,0",6.3,",0",15.43,",,,0",-2.83,",,,0",,,20,",X",,,,,,,,,15.6,",X",,,,,,
USW00023065,1968-04,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,0,0,",0",4,",0",1,",0",0,",0",0,",0",0,",0",0,",0",12,",0",0,",0",10,",0",0,",0",3,,1,,19680404,",,0",19680407,"+,,0",19680403,",,0",2,,19680419,",,0",19680430,",,0",-9.4,",0,04,",0,",T,0,07,+",15,",,0,03,",9.1,",,0,19,",29.4,",0,30,",,,3083.5,0,,,272.2,",0",,,,,,,,,,,,,,,11.6,",,,0",,,,,,,18,",,,0",9.26,",0",18.13,",,,0",0.39,",,,0",,,330,",X",,,,,,,,,21.5,",X",,,,,,
USW00023065,1968-05,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,5.6,0,5.6,",0",13,",0",4,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",15,",0",0,",0",11,,3,,19680509,",,0",19680531,"+,,0",19680516,",,0",4,,19680510,",,0",19680530,"+,,0",0,",0,09,",0,",,0,31,+",10,",,0,16,",24.9,",,0,10,",31.1,",0,30,+",,,3262.3,0,,,178.8,",0",,,,,,,,,,,,,,,48,",,,0",,,,,,,10,",,,0",12.75,",0",20.16,",,,0",5.33,",,,0",,,300,",X",,,,,,,,,24.6,",X",,,,,,
USW00023065,1968-06,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,139.6,0,134,",0",6,",0",3,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",14,",0",3,,,,19680626,",,0",19680630,"+,,0",19680630,"+,,0",10,,19680616,",,0",19680629,",,0",5.6,",0,26,",0,",,0,30,+",0,",,0,30,+",49.5,",,0,16,",40,",0,29,",,,3273.9,0,,,11.6,",0",,,,,,,,,,,,,,,88.5,",,,0",,,,,,,0,",,,0",22.41,",0",30.96,",,,0",13.87,",,,0",,,330,",X",,,,,,,,,18.3,",X",,,,,,
USW00023065,1968-07,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,316.8,0,177.2,",0",11,",0",9,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",18,",0",4,,1,,19680704,",,0",19680731,"+,,0",19680731,"+,,0",13,,19680705,",,0",19680716,",,0",10,",0,04,",0,",,0,31,+",0,",,0,31,+",15,",,0,05,",38.3,",0,16,",,,2.8,0,,,2.8,",0",,,,,,,,,,,,,,,72.3,",,,0",,,,,,,0,",,,0",23.96,",0",31.44,",,,0",16.48,",,,0",,,90,",X",,,,,,,,,13,",X",,,,,,
USW00023065,1968-08,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,440.2,0,123.4,",0",7,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",10,",0",7,,3,,19680830,",,0",19680831,"+,,0",19680831,"+,,0",6,,19680803,",,0",19680822,"+,,0",7.2,",0,30,",0,",,0,31,+",0,",,0,31,+",21.8,",,0,03,",36.1,",0,22,+",,,16.1,0,,,13.3,",0",,,,,,,,,,,,,,,53,",,,0",,,,,,,0,",,,0",21.88,",0",29.3,",,,0",14.46,",,,0",,,160,",X",,,,,,,,,14.3,",X",,,,,,
USW00023065,1968-09,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,486.6,0,46.4,",0",5,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",7,",0",2,,,,19680924,",,0",19680930,"+,,0",19680930,"+,,0",2,,19680905,",,0",19680902,",,0",3.3,",0,24,",0,",,0,30,+",0,",,0,30,+",4.1,",,0,05,",34.4,",0,02,",,,63.5,0,,,47.4,",0",,,,,,,,,,,,,,,11.8,",,,0",,,,,,,0,",,,0",18.3,",0",27.39,",,,0",9.21,",,,0",,,330,",X",,,,,,,,,14.3,",X",,,,,,
USW00023065,1968-10,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,492.1,0,5.5,",0",1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",7,",0",0,",0",20,",0",1,",0",,,,,19681024,",,0",19681031,"+,,0",19681031,"+,,0",1,,19681016,",,0",19681014,",,0",-4.4,",0,24,",0,",,0,31,+",0,",,0,31,+",11.2,",,0,16,",33.3,",0,14,",,,241,0,,,177.5,",0",,,,,,,,,,,,,,,11.2,",,,0",,,,,,,0,",,,0",12.79,",0",22.51,",,,0",3.06,",,,0",,,350,",X",,,,,,,,,15.6,",X",,,,,,
USW00023065,1968-11,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,492.1,0,0,",0",5,",0",2,",0",0,",0",1,",0",1,",0",0,",0",23,",0",0,",0",1,",0",0,",0",7,,2,,19681111,",,0",19681115,",,0",19681114,",,0",,,19681114,",,0",19681122,",,0",-10.6,",0,11,",25,",,0,15,",36,",,0,14,",3.8,",,0,14,",22.8,",0,22,",,,690.9,0,,,449.9,",0",,,,,,,,,,,,,,,8.6,",,,0",,,,,,,41,",,,0",3.34,",0",10.12,",,,0",-3.44,",,,0",,,330,",X",,,,,,,,,14.3,",X",,,,,,
USW00023065,1968-12,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,492.1,0,0,",0",6,",0",4,",0",0,",0",20,",0",4,",0",4,",0",30,",0",14,",0",0,",0",0,",0",7,,4,,19681231,",,0",19681223,"+,,0",19681212,",,0",1,,19681212,",,0",19681211,"+,,0",-24.4,",0,31,",229,",,0,23,+",157,",,0,12,",14,",,0,12,",18.9,",0,11,+",,,1390.7,0,,,699.8,",0",,,,,,,,,,,,,,,33.3,",,,0",,,,,,,416,",,,0",-4.24,",0",2.01,",,,0",-10.49,",,,0",,,330,",X",,,,,,,,,19.2,",X",,,,,,
USW00023065,1969-01,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,0,0,",0",5,",0",0,",0",0,",0",8,",0",0,",0",2,",0",30,",0",4,",0",0,",0",0,",0",21,,14,,19690124,"+,,0",19690105,"+,,0",19690130,"+,,0",,,19690130,",,0",19690115,"+,,0",-18.9,",0,24,+",51,",,0,05,+",10,",,0,30,+",1.3,",,0,30,",14.4,",0,15,+",,,2008.7,0,,,618,",0",,,,,,,,,,,,,,,3,",,,0",,,,,,,28,",,,0",-1.6,",0",4.93,",,,0",-8.13,",,,0",,,350,",X",,,,,,,,,17.4,",X",,,,,,
USW00023065,1969-02,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,0,0,",0",8,",0",1,",0",0,",0",4,",0",1,",0",0,",0",27,",0",2,",0",0,",0",0,",0",16,,13,,19690203,",,0",19690221,",,0",19690220,",,0",1,,19690220,",,0",19690204,",,0",-11.7,",0,03,",76,",,0,21,",81,",,0,20,",5.1,",,0,20,",18.3,",0,04,",,,2503.4,0,,,494.7,",0",,,,,,,,,,,,,,,10.6,",,,0",,,,,,,124,",,,0",0.67,",0",6.75,",,,0",-5.42,",,,0",,,340,",X",,,,,,,,,12.5,",X",,,,,,
USW00023065,1969-03,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,0,0,",0",5,",0",2,",0",0,",0",15,",0",3,",0",2,",0",29,",0",11,",0",1,",0",0,",0",10,,5,,19690311,",,0",19690310,"+,,0",19690302,",,0",,,19690302,",,0",19690331,",,0",-18.3,",0,11,",203,",,0,10,+",198,",,0,02,",16.8,",,0,02,",26.7,",0,31,",,,3086.1,0,,,582.7,",0",,,,,,,,,,,,,,,24.7,",,,0",,,,,,,339,",,,0",-0.46,",0",6.38,",,,0",-7.31,",,,0",,,350,",X",,,,,,,,,16.5,",X",,,,,,
USW00023065,1969-04,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,0,0,",0",5,",0",4,",0",0,",0",0,",0",0,",0",0,",0",4,",0",0,",0",11,",0",0,",0",4,,,,19690428,",,0",19690430,"+,,0",19690430,"+,,0",4,,19690414,",,0",19690406,",,0",-4.4,",0,28,",0,",,0,30,+",0,",,0,30,+",19.8,",,0,14,",27.2,",0,06,",,,3286.8,0,,,200.7,",0",,,,,,,,,,,,,,,47.2,",,,0",,,,,,,0,",,,0",11.64,",0",19.32,",,,0",3.96,",,,0",,,340,",X",,,,,,,,,17.9,",X",,,,,,
USW00023065,1969-05,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,23.4,0,23.4,",0",10,",0",5,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",21,",0",0,",0",11,,6,,19690509,",,0",19690531,"+,,0",19690531,"+,,0",7,,19690515,",,0",19690527,",,0",2.8,",0,09,",0,",,0,31,+",0,",,0,31,+",38.9,",,0,15,",30.6,",0,27,",,,3386.3,0,,,99.5,",0",,,,,,,,,,,,,,,97.3,",,,0",,,,,,,0,",,,0",15.88,",0",22.16,",,,0",9.59,",,,0",,,340,",X",,,,,,,,,13.4,",X",,,,,,
USW00023065,1969-06,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,77.7,0,54.3,",0",9,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",22,",0",3,",0",9,,,,19690602,",,0",19690630,"+,,0",19690630,"+,,0",9,,19690607,",,0",19690628,",,0",2.2,",0,02,",0,",,0,30,+",0,",,0,30,+",24.1,",,0,07,",38.9,",0,28,",,,3446.1,0,,,59.8,",0",,,,,,,,,,,,,,,56.4,",,,0",,,,,,,0,",,,0",18.15,",0",25.33,",,,0",10.97,",,,0",,,340,",X",,,,,,,,,16.5,",X",,,,,,
USW00023065,1969-07,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,288.4,0,210.7,",0",5,",0",4,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",19,",0",5,,2,,19690701,",,0",19690731,"+,,0",19690731,"+,,0",13,,19690705,",,0",19690703,",,0",10,",0,01,",0,",,0,31,+",0,",,0,31,+",26.9,",,0,05,",41.7,",0,03,",,,0,0,,,0,",0",,,,,,,,,,,,,,,62.5,",,,0",,,,,,,0,",,,0",25.13,",0",32.87,",,,0",17.39,",,,0",,,150,",X",,,,,,,,,15.6,",X",,,,,,
USW00023065,1969-08,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,461.6,0,173.2,",0",10,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",12,",0",9,,,,19690815,",,0",19690831,"+,,0",19690831,"+,,0",7,,19690823,",,0",19690812,"+,,0",12.2,",0,15,",0,",,0,31,+",0,",,0,31,+",10.7,",,0,23,",40.6,",0,12,+",,,0,0,,,0,",0",,,,,,,,,,,,,,,45.2,",,,0",,,,,,,0,",,,0",23.92,",0",30.56,",,,0",17.28,",,,0",,,180,",X",,,,,,,,,13.9,",X",,,,,,
USW00023065,1969-09,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,528.5,0,66.9,",0",6,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",26,",0",3,",0",16,,4,,19690927,",,0",19690930,"+,,0",19690930,"+,,0",5,,19690906,",,0",19690906,",,0",6.1,",0,27,",0,",,0,30,+",0,",,0,30,+",6.4,",,0,06,",33.9,",0,06,",,,15.3,0,,,15.3,",0",,,,,,,,,,,,,,,9.3,",,,0",,,,,,,0,",,,0",20.05,",0",26.65,",,,0",13.46,",,,0",,,170,",X",,,,,,,,,13.9,",X",,,,,,
USW00023065,1969-10,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,528.8,0,0.3,",0",14,",0",8,",0",0,",0",5,",0",4,",0",0,",0",9,",0",1,",0",6,",0",0,",0",14,,2,,19691012,",,0",19691030,"+,,0",19691012,",,0",2,,19691011,",,0",19691002,",,0",-3.9,",0,12,",127,",,0,30,+",132,",,0,12,",20.6,",,0,11,",28.3,",0,02,",,,357,0,,,341.7,",0",,,,,,,,,,,,,,,104.2,",,,0",,,,,,,374,",,,0",7.32,",0",12.17,",,,0",2.47,",,,0",,,340,",X",,,,,,,,,14.3,",X",,,,,,
USW00023065,1969-11,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,528.8,0,0,",0",4,",0",1,",0",0,",0",2,",0",1,",0",0,",0",19,",0",0,",0",3,",0",0,",0",1,,1,,19691127,"+,,0",19691119,"+,,0",19691117,",,0",,,19691117,",,0",19691105,",,0",-8.9,",0,27,+",25,",,0,19,+",56,",,0,17,",4.1,",,0,17,",22.2,",0,05,",,,750.1,0,,,393.1,",0",,,,,,,,,,,,,,,7.9,",,,0",,,,,,,64,",,,0",5.23,",0",12.72,",,,0",-2.26,",,,0",,,330,",X",,,,,,,,,13.4,",X",,,,,,
USW00023065,1969-12,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,528.8,0,0,",0",7,",0",0,",0",0,",0",6,",0",3,",0",0,",0",31,",0",4,",0",0,",0",0,",0",8,,2,,19691229,",,0",19691210,"+,,0",19691204,",,0",,,19691204,",,0",19691214,",,0",-13.3,",0,29,",25,",,0,10,+",46,",,0,04,",2,",,0,04,",17.2,",0,14,",,,1301.5,0,,,551.4,",0",,,,,,,,,,,,,,,6.7,",,,0",,,,,,,155,",,,0",0.55,",0",6.61,",,,0",-5.52,",,,0",,,330,",X",,,,,,,,,17,",X",,,,,,
USW00023065,1970-01,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,0,0,",0",2,",0",0,",0",0,",0",1,",0",0,",0",3,",0",30,",0",8,",0",2,",0",0,",0",6,,3,,19700108,",,0",19700101,",,0",19700120,",,0",,,19700120,",,0",19700127,",,0",-21.1,",0,08,",25,",,0,01,",8,",,0,20,",0.5,",,0,20,",22.8,",0,27,",,,1911.8,0,,,610.3,",0",,,,,,,,,,,,,,,0.8,",,,0",,,,,,,18,",,,0",-1.35,",0",6.52,",,,0",-9.23,",,,0",,,300,",X",,,,,,,,,17.4,",X",,,,,,
USW00023065,1970-02,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,0,0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",1,",0",2,",0",0,",0",2,,1,,19700202,",,0",19700213,"+,,0",19700213,"+,,0",,,19700213,"+,,0",19700217,",,0",-13.3,",0,02,",0,",T,0,13,+",0,",T,0,13,+",0,",T,0,13,+",27.2,",0,17,",,,2341.8,0,,,430,",0",,,,,,,,,,,,,,,0,",T,,0",,,,,,,0,",T,,0",2.98,",0",12.59,",,,0",-6.63,",,,0",,,330,",X",,,,,,,,,15.6,",X",,,,,,
USW00023065,1970-03,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,0,0,",0",9,",0",4,",0",0,",0",8,",0",5,",0",0,",0",30,",0",6,",0",2,",0",0,",0",11,,3,,19700328,",,0",19700331,"+,,0",19700327,",,0",,,19700327,",,0",19700308,",,0",-13.9,",0,28,",51,",,0,31,+",71,",,0,27,",6.4,",,0,27,",21.7,",0,08,",,,2885.8,0,,,544,",0",,,,,,,,,,,,,,,23.2,",,,0",,,,,,,293,",,,0",0.78,",0",7.35,",,,0",-5.78,",,,0",,,340,",X",,,,,,,,,15.6,",X",,,,,,
USW00023065,1970-04,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,0,0,0,",0",6,",0",5,",0",0,",0",4,",0",3,",0",0,",0",19,",0",0,",0",8,",0",0,",0",6,,3,,19700401,",,0",19700401,",,0",19700420,",,0",,,19700430,",,0",19700426,",,0",-6.7,",0,01,",127,",,0,01,",74,",,0,20,",9.1,",,0,30,",28.9,",0,26,",,,3185.4,0,,,299.6,",0",,,,,,,,,,,,,,,30.6,",,,0",,,,,,,173,",,,0",8.35,",0",16.64,",,,0",0.06,",,,0",,,320,",X",,,,,,,,,19.2,",X",,,,,,
USW00023065,1970-05,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,31.7,0,31.7,",0",9,",0",6,",0",1,",0",1,",0",0,",0",0,",0",2,",0",0,",0",26,",0",4,",0",5,,,,19700501,",,0",19700501,",,0",19700531,"+,,0",10,,19700522,",,0",19700519,",,0",-2.8,",0,01,",25,",,0,01,",0,",,0,31,+",25.4,",,0,22,",33.9,",0,19,",,,3264.1,0,,,78.7,",0",,,,,,,,,,,,,,,57.8,",,,0",,,,,,,0,",,,0",16.82,",0",25.68,",,,0",7.95,",,,0",,,180,",X",,,,,,,,,15.6,",X",,,,,,
USW00023065,1970-06,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,140.5,0,108.8,",0",6,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",13,",0",2,,,,19700604,",,0",19700630,"+,,0",19700630,"+,,0",6,,19700611,",,0",19700628,",,0",3.9,",0,04,",0,",,0,30,+",0,",,0,30,+",20.1,",,0,11,",41.1,",0,28,",,,3298.7,0,,,34.6,",0",,,,,,,,,,,,,,,42.7,",,,0",,,,,,,0,",,,0",20.81,",0",29.5,",,,0",12.11,",,,0",,,180,",X",,,,,,,,,15.6,",X",,,,,,
USW00023065,1970-07,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,334.9,0,194.4,",0",12,",0",9,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",20,",0",4,,2,,19700704,",,0",19700731,"+,,0",19700731,"+,,0",12,,19700702,",,0",19700718,",,0",10.6,",0,04,",0,",,0,31,+",0,",,0,31,+",10.4,",,0,02,",39.4,",0,18,",,,2.8,0,,,2.8,",0",,,,,,,,,,,,,,,48.7,",,,0",,,,,,,0,",,,0",24.51,",0",32.96,",,,0",16.06,",,,0",,,180,",X",,,,,,,,,13,",X",,,,,,
USW00023065,1970-08,39.36729,-101.69322,1110.5,"GOODLAND RENNER FIELD, KS US",,,,,,,,,,,539.8,0,204.9,",0",5,",0",5,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",21,",0",4,,2,,19700831,"+,,0",19700831,"+,,0",19700831,"+,,0",4,,19700809,",,0",19700806,",,0",12.8,",0,31,+",0,",,0,31,+",0,",,0,31,+",32.3,",,0,09,",42.2,",0,06,",,,3.6,0,,,0.8,",0",,,,,,,,,,,,,,,60.4,",,,0",,,,,,,0,",,,0",24.92,",0",33.38,",,,0",16.45,",,,0",,,300,",X",,,,,,,,,13,",X",,,,,,
