STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
USW00014971,1936-09,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",1113.5,Z,145.5,",Z",6,",Z",5,",Z",2,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",24,",Z",11,",Z",,,,,19360930,"+,,Z",19360930,"+,,Z",19360930,"+,,Z",,,19360926,",,Z",19360910,"+,,Z",6.7,",Z,30,+",0,",,Z,30,+",0,",,Z,30,+",40.6,",,Z,26,",38.3,",Z,10,+",36.7,Z,36.7,",Z",85.8,",,,Z",,,0,",,,Z",21.96,",Z",28,",,,Z",15.92,",,,Z",,,,,,,,,,
USW00014971,1936-10,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",1122.7,Z,9.2,"1,Z",2,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,"1,Z",6,"1,Z",0,",Z",11,",Z",0,",Z",,,,,19361023,",1,Z",19361031,"+,,Z",19361025,",,Z",,,19361004,",,Z",19361018,"+,,Z",-5,"1,Z,23,",0,",,Z,31,+",0,",T,Z,25,",4.6,",,Z,04,",29.4,",Z,18,+",231.3,Z,194.6,",Z",4.9,",,,Z",,,0,",T,,Z",12.18,"1,Z",18.47,",,,Z",5.88,"1,,,Z",,,,,,,,,,
USW00014971,1936-11,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",1122.7,Z,0,",Z",2,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",22,",Z",2,",Z",1,",Z",0,",Z",,,,,19361108,",,Z",19361107,",,Z",19361126,"+,,Z",,,19361102,",,Z",19361120,",,Z",-11.7,",Z,08,",0,",T,Z,07,",0,",T,Z,26,+",1,",,Z,02,",23.9,",Z,20,",650.1,Z,418.8,",Z",1.5,",,,Z",,,0,",T,,Z",4.37,",Z",11.22,",,,Z",-2.48,",,,Z",,,,,,,,,,
USW00014971,1936-12,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",1122.7,Z,0,",Z",3,",Z",2,",Z",0,",Z",6,",Z",1,",Z",1,",Z",26,",Z",8,",Z",0,",Z",0,",Z",,,,,19361206,",,Z",19361207,"+,,Z",19361205,",,Z",,,19361205,",,Z",19361226,",,Z",-17.8,",Z,06,",51,",,Z,07,+",46,",,Z,05,",14.5,",,Z,05,",16.7,",Z,26,",1220.1,Z,570,",Z",22.4,",,,Z",,,66,",,,Z",-0.05,",Z",4.53,",,,Z",-4.64,",,,Z",,,,,,,,,,
USW00014971,1937-01,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",9,",Z",3,",Z",0,",Z",25,",Z",2,",Z",12,",Z",31,",Z",24,",Z",0,",Z",0,",Z",,,,,19370109,",,Z",19370108,",,Z",19370108,",,Z",,,19370107,",,Z",19370104,",,Z",-24.4,",Z,09,",229,",,Z,08,",185,",,Z,08,",15.2,",,Z,07,",6.7,",Z,04,",2112.5,Z,892.4,",Z",34.7,",,,Z",,,254,",,,Z",-10.45,",Z",-5.01,",,,Z",-15.89,",,,Z",,,,,,,,,,
USW00014971,1937-02,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",7,",Z",0,",Z",0,",Z",11,",Z",0,",Z",1,",Z",25,",Z",12,",Z",0,",Z",0,",Z",,,,,19370201,",,Z",19370204,"+,,Z",19370203,",,Z",,,19370203,",,Z",19370218,",,Z",-19.4,",Z,01,",102,",,Z,04,+",18,",,Z,03,",1.8,",,Z,03,",9.4,",Z,18,",2734.8,Z,622.3,",Z",5.5,",,,Z",,,49,",,,Z",-3.89,",Z",0.53,",,,Z",-8.31,",,,Z",,,,,,,,,,
USW00014971,1937-03,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",6,",Z",3,",Z",1,",Z",1,",Z",1,",Z",0,",Z",24,",Z",6,",Z",2,",Z",0,",Z",,,,,19370315,",,Z",19370319,",,Z",19370319,",,Z",,,19370323,",,Z",19370306,",,Z",-10,",Z,15,",51,",,Z,19,",38,",,Z,19,",35.8,",,Z,23,",22.8,",Z,06,",3223.6,Z,488.8,",Z",60.4,",,,Z",,,66,",,,Z",2.56,",Z",7.57,",,,Z",-2.44,",,,Z",,,,,,,,,,
USW00014971,1937-04,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",5.6,Z,5.6,",Z",8,",Z",2,",Z",0,",Z",0,",Z",0,",Z",0,",Z",5,",Z",0,",Z",9,",Z",0,",Z",,,,,19370405,",,Z",19370430,"+,,Z",19370426,"+,,Z",,,19370407,",,Z",19370422,",,Z",-2.8,",Z,05,",0,",,Z,30,+",0,",T,Z,26,+",20.6,",,Z,07,",30.6,",Z,22,",3460.9,Z,237.3,",Z",31.1,",,,Z",,,0,",T,,Z",10.61,",Z",16.09,",,,Z",5.13,",,,Z",,,,,,,,,,
USW00014971,1937-05,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",53.2,Z,47.6,",Z",12,",Z",8,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",24,",Z",2,",Z",,,,,19370514,",,Z",19370531,"+,,Z",19370531,"+,,Z",,,19370525,",,Z",19370528,",,Z",2.8,",Z,14,",0,",,Z,31,+",0,",,Z,31,+",11.9,",,Z,25,",34.4,",Z,28,",3516.9,Z,56,",Z",48.2,",,,Z",,,0,",,,Z",18.06,",Z",24.26,",,,Z",11.85,",,,Z",,,,,,,,,,
USW00014971,1937-06,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",200,Z,146.8,",Z",12,",Z",10,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",26,",Z",9,",Z",,,,,19370610,"+,,Z",19370630,"+,,Z",19370630,"+,,Z",,,19370612,",,Z",19370623,",,Z",7.8,",Z,10,+",0,",,Z,30,+",0,",,Z,30,+",30.5,",,Z,12,",41.1,",Z,23,",3535.2,Z,18.3,",Z",96.4,",,,Z",,,0,",,,Z",22.62,",Z",28.71,",,,Z",16.52,",,,Z",,,,,,,,,,
USW00014971,1937-07,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",473.1,Z,273.1,",Z",6,",Z",5,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",31,",Z",22,",Z",,,,,19370702,",,Z",19370731,"+,,Z",19370731,"+,,Z",,,19370712,",,Z",19370706,",,Z",13.9,",Z,02,",0,",,Z,31,+",0,",,Z,31,+",27.9,",,Z,12,",40.6,",Z,06,",0,Z,0,",Z",78.8,",,,Z",,,0,",,,Z",27.14,",Z",33.65,",,,Z",20.63,",,,Z",,,,,,,,,,
USW00014971,1937-08,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",805,Z,331.9,",Z",7,",Z",5,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",31,",Z",25,",Z",,,,,19370821,",,Z",19370831,"+,,Z",19370831,"+,,Z",,,19370819,",,Z",19370815,",,Z",15,",Z,21,",0,",,Z,31,+",0,",,Z,31,+",16.5,",,Z,19,",41.1,",Z,15,",0,Z,0,",Z",42.9,",,,Z",,,0,",,,Z",29.04,",Z",35.59,",,,Z",22.49,",,,Z",,,,,,,,,,
USW00014971,1937-09,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",924,Z,119,",Z",8,",Z",3,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",27,",Z",8,",Z",,,,,19370926,",,Z",19370930,"+,,Z",19370930,"+,,Z",,,19370924,",,Z",19370922,",,Z",3.9,",Z,26,",0,",,Z,30,+",0,",,Z,30,+",13.5,",,Z,24,",37.2,",Z,22,",30.3,Z,30.3,",Z",28.3,",,,Z",,,0,",,,Z",21.29,",Z",28.19,",,,Z",14.39,",,,Z",,,,,,,,,,
USW00014971,1937-10,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",935.4,Z,11.4,",Z",7,",Z",6,",Z",1,",Z",0,",Z",0,",Z",0,",Z",4,",Z",0,",Z",12,",Z",0,",Z",,,,,19371022,"+,,Z",19371031,"+,,Z",19371031,"+,,Z",,,19371016,",,Z",19371029,",,Z",-2.8,",Z,22,+",0,",,Z,31,+",0,",,Z,31,+",27.7,",,Z,16,",30.6,",Z,29,",232,Z,201.7,",Z",58.2,",,,Z",,,0,",,,Z",12.2,",Z",18.12,",,,Z",6.27,",,,Z",,,,,,,,,,
USW00014971,1937-11,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",935.4,Z,0,",Z",3,",Z",0,",Z",0,",Z",2,",Z",0,",Z",0,",Z",16,",Z",7,",Z",2,",Z",0,",Z",,,,,19371121,",,Z",19371119,"+,,Z",19371127,",,Z",,,19371127,",,Z",19371107,",,Z",-15.6,",Z,21,",25,",,Z,19,+",23,",,Z,27,",1.8,",,Z,27,",24.4,",Z,07,",683.1,Z,451.1,",Z",3.6,",,,Z",,,41,",,,Z",3.3,",Z",8.65,",,,Z",-2.05,",,,Z",,,,,,,,,,
USW00014971,1937-12,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",935.4,Z,0,",Z",7,",Z",0,",Z",0,",Z",0,",Z",0,",Z",3,",Z",30,",Z",11,",Z",0,",Z",0,",Z",,,,,19371210,"+,,Z",19371221,"+,,Z",19371207,",,Z",,,19371207,",,Z",19371229,",,Z",-17.8,",Z,10,+",0,",T,Z,21,+",13,",,Z,07,",1,",,Z,07,",15.6,",Z,29,",1314.8,Z,631.7,",Z",4.4,",,,Z",,,29,",,,Z",-2.05,",Z",3.26,",,,Z",-7.35,",,,Z",,,,,,,,,,
USW00014971,1938-01,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",6,",Z",3,",Z",0,",Z",2,",Z",1,",Z",3,",Z",30,",Z",10,",Z",0,",Z",0,",Z",,,,,19380131,",,Z",19380130,",,Z",19380130,",,Z",,,19380130,",,Z",19380122,",,Z",-20.6,",Z,31,",152,",,Z,30,",152,",,Z,30,",8.6,",,Z,30,",15,",Z,22,",1966.1,Z,651.3,",Z",22,",,,Z",,,175,",,,Z",-2.68,",Z",2.85,",,,Z",-8.2,",,,Z",,,,,,,,,,
USW00014971,1938-02,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",6,",Z",3,",Z",0,",Z",15,",Z",3,",Z",2,",Z",23,",Z",12,",Z",1,",Z",0,",Z",,,,,19380219,"+,,Z",19380217,",,Z",19380215,",,Z",,,19380216,",,Z",19380212,",,Z",-18.9,",Z,19,+",203,",,Z,17,",140,",,Z,15,",12.4,",,Z,16,",21.1,",Z,12,",2514.9,Z,548.8,",Z",30.7,",,,Z",,,292,",,,Z",-1.27,",Z",4.27,",,,Z",-6.8,",,,Z",,,,,,,,,,
USW00014971,1938-03,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",8,",Z",4,",Z",0,",Z",0,",Z",0,",Z",0,",Z",8,",Z",1,",Z",4,",Z",0,",Z",,,,,19380306,",,Z",19380331,"+,,Z",19380305,",,Z",,,19380315,",,Z",19380321,",,Z",-6.7,",Z,06,",0,",,Z,31,+",0,",T,Z,05,",22.4,",,Z,15,",26.7,",Z,21,",2842.9,Z,328,",Z",43.4,",,,Z",,,0,",T,,Z",7.75,",Z",13.15,",,,Z",2.35,",,,Z",,,,,,,,,,
USW00014971,1938-04,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",15.4,Z,15.4,",Z",11,",Z",9,",Z",0,",Z",0,",Z",0,",Z",0,",Z",6,",Z",1,",Z",12,",Z",0,",Z",,,,,19380402,",,Z",19380407,"+,,Z",19380407,"+,,Z",,,19380425,",,Z",19380430,",,Z",-5,",Z,02,",0,",T,Z,07,+",5,",,Z,07,+",22.1,",,Z,25,",30.6,",Z,30,",3039.6,Z,196.7,",Z",92.4,",,,Z",,,10,",,,Z",12.29,",Z",18.08,",,,Z",6.5,",,,Z",,,,,,,,,,
USW00014971,1938-05,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",42.4,Z,27,",Z",19,",Z",13,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",16,",Z",0,",Z",,,,,19380508,",,Z",19380531,"+,,Z",19380507,",,Z",,,19380504,",,Z",19380502,",,Z",1.1,",Z,08,",0,",,Z,31,+",0,",T,Z,07,",41.1,",,Z,04,",28.3,",Z,02,",3136.5,Z,96.9,",Z",143.3,",,,Z",,,0,",T,,Z",16.08,",Z",20.99,",,,Z",11.17,",,,Z",,,,,,,,,,
USW00014971,1938-06,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",180.1,Z,137.7,",Z",14,",Z",6,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",30,",Z",7,",Z",,,,,19380607,",,Z",19380630,"+,,Z",19380630,"+,,Z",,,19380622,",,Z",19380630,",,Z",10.6,",Z,07,",0,",,Z,30,+",0,",,Z,30,+",32.3,",,Z,22,",37.2,",Z,30,",3137.9,Z,1.4,",Z",73.5,",,,Z",,,0,",,,Z",22.88,",Z",28.83,",,,Z",16.93,",,,Z",,,,,,,,,,
USW00014971,1938-07,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",453.1,Z,273,",Z",10,",Z",5,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",31,",Z",22,",Z",,,,,19380721,"+,,Z",19380731,"+,,Z",19380731,"+,,Z",,,19380701,",,Z",19380712,",,Z",15.6,",Z,21,+",0,",,Z,31,+",0,",,Z,31,+",29.7,",,Z,01,",40.6,",Z,12,",0,Z,0,",Z",57.2,",,,Z",,,0,",,,Z",27.14,",Z",34.19,",,,Z",20.09,",,,Z",,,,,,,,,,
USW00014971,1938-08,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",714.9,Z,261.8,",Z",10,",Z",7,",Z",2,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",31,",Z",18,",Z",,,,,19380821,",,Z",19380831,"+,,Z",19380831,"+,,Z",,,19380831,",,Z",19380809,"+,,Z",13.9,",Z,21,",0,",,Z,31,+",0,",,Z,31,+",49.8,",,Z,31,",39.4,",Z,09,+",0,Z,0,",Z",117.7,",,,Z",,,0,",,,Z",26.78,",Z",33.02,",,,Z",20.54,",,,Z",,,,,,,,,,
USW00014971,1938-09,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",847.5,Z,132.6,",Z",6,",Z",6,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",27,",Z",9,",Z",,,,,19380919,",,Z",19380930,"+,,Z",19380930,"+,,Z",,,19380905,",,Z",19380909,",,Z",3.3,",Z,19,",0,",,Z,30,+",0,",,Z,30,+",26.9,",,Z,05,",36.7,",Z,09,",27.8,Z,27.8,",Z",74.6,",,,Z",,,0,",,,Z",21.83,",Z",28.32,",,,Z",15.34,",,,Z",,,,,,,,,,
USW00014971,1938-10,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",920.1,Z,72.6,",Z",1,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",1,",Z",0,",Z",24,",Z",4,",Z",,,,,19381023,",,Z",19381031,"+,,Z",19381031,"+,,Z",,,19381011,",,Z",19381003,",,Z",-0.6,",Z,23,",0,",,Z,31,+",0,",,Z,31,+",10.2,",,Z,11,",35.6,",Z,03,",110.5,Z,82.7,",Z",10.2,",,,Z",,,0,",,,Z",18.01,",Z",25.63,",,,Z",10.39,",,,Z",,,,,,,,,,
USW00014971,1938-11,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",924,Z,3.9,",Z",6,",Z",2,",Z",1,",Z",0,",Z",0,",Z",0,",Z",20,",Z",4,",Z",2,",Z",0,",Z",,,,,19381124,",,Z",19381106,"+,,Z",19381106,",,Z",,,19381103,",,Z",19381102,",,Z",-14.4,",Z,24,",0,",T,Z,06,+",13,",,Z,06,",33.3,",,Z,03,",24.4,",Z,02,",535,Z,424.5,",Z",50.4,",,,Z",,,13,",,,Z",4.31,",Z",10.7,",,,Z",-2.08,",,,Z",,,,,,,,,,
USW00014971,1938-12,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",924,Z,0,",Z",3,",Z",2,",Z",0,",Z",1,",Z",1,",Z",0,",Z",29,",Z",3,",Z",0,",Z",0,",Z",,,,,19381230,",,Z",19381222,",,Z",19381222,",,Z",,,19381222,",,Z",19381203,",,Z",-16.7,",Z,30,",25,",,Z,22,",36,",,Z,22,",3.6,",,Z,22,",15.6,",Z,03,",1090.9,Z,555.9,",Z",6.6,",,,Z",,,36,",,,Z",0.4,",Z",6.09,",,,Z",-5.29,",,,Z",,,,,,,,,,
USW00014971,1939-01,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",6,",Z",2,",Z",0,",Z",7,",Z",2,",Z",0,",Z",26,",Z",7,",Z",1,",Z",0,",Z",,,,,19390122,",,Z",19390123,"+,,Z",19390113,",,Z",,,19390113,",,Z",19390102,",,Z",-13.3,",Z,22,",76,",,Z,23,+",104,",,Z,13,",7.1,",,Z,13,",22.2,",Z,02,",1611.3,Z,520.4,",Z",15.2,",,,Z",,,201,",,,Z",1.55,",Z",6.69,",,,Z",-3.6,",,,Z",,,,,,,,,,
USW00014971,1939-02,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",4,",Z",4,",Z",0,",Z",8,",Z",3,",Z",6,",Z",28,",Z",12,",Z",0,",Z",0,",Z",,,,,19390211,",,Z",19390210,"+,,Z",19390209,",,Z",,,19390209,",,Z",19390207,",,Z",-23.9,",Z,11,",178,",,Z,10,+",175,",,Z,09,",18.5,",,Z,09,",12.2,",Z,07,",2274.6,Z,663.3,",Z",39.1,",,,Z",,,417,",,,Z",-5.36,",Z",1.3,",,,Z",-12.01,",,,Z",,,,,,,,,,
USW00014971,1939-03,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",2,Z,2,",Z",8,",Z",5,",Z",0,",Z",4,",Z",2,",Z",0,",Z",20,",Z",2,",Z",5,",Z",0,",Z",,,,,19390301,",,Z",19390301,",,Z",19390329,",,Z",,,19390311,",,Z",19390323,",,Z",-11.7,",Z,01,",102,",,Z,01,",89,",,Z,29,",18.5,",,Z,11,",28.3,",Z,23,",2689.1,Z,414.5,",Z",53.3,",,,Z",,,148,",,,Z",5.03,",Z",10.81,",,,Z",-0.75,",,,Z",,,,,,,,,,
USW00014971,1939-04,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",13.7,Z,11.7,",Z",6,",Z",4,",Z",0,",Z",0,",Z",0,",Z",0,",Z",6,",Z",0,",Z",10,",Z",0,",Z",,,,,19390412,",,Z",19390430,"+,,Z",19390417,"+,,Z",,,19390404,",,Z",19390423,",,Z",-6.1,",Z,12,",0,",,Z,30,+",0,",T,Z,17,+",20.1,",,Z,04,",31.1,",Z,23,",2922.8,Z,233.7,",Z",42.3,",,,Z",,,0,",T,,Z",10.93,",Z",16.69,",,,Z",5.17,",,,Z",,,,,,,,,,
USW00014971,1939-05,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",115.8,Z,102.1,",Z",5,",Z",3,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",28,",Z",8,",Z",,,,,19390513,",,Z",19390531,"+,,Z",19390531,"+,,Z",,,19390522,",,Z",19390530,",,Z",5,",Z,13,",0,",,Z,31,+",0,",,Z,31,+",23.1,",,Z,22,",36.7,",Z,30,",2945.6,Z,22.8,",Z",40.9,",,,Z",,,0,",,,Z",20.89,",Z",27.97,",,,Z",13.8,",,,Z",,,,,,,,,,
USW00014971,1939-06,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",280.7,Z,164.9,",Z",14,",Z",11,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",29,",Z",9,",Z",,,,,19390603,",,Z",19390630,"+,,Z",19390630,"+,,Z",,,19390620,",,Z",19390616,",,Z",10.6,",Z,03,",0,",,Z,30,+",0,",,Z,30,+",36.3,",,Z,20,",37.2,",Z,16,",2949.7,Z,4.1,",Z",105.6,",,,Z",,,0,",,,Z",23.69,",Z",29.93,",,,Z",17.45,",,,Z",,,,,,,,,,
USW00014971,1939-07,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",571.7,Z,291,",Z",11,",Z",6,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",31,",Z",21,",Z",,,,,19390729,"+,,Z",19390731,"+,,Z",19390731,"+,,Z",,,19390704,",,Z",19390712,",,Z",16.7,",Z,29,+",0,",,Z,31,+",0,",,Z,31,+",31.8,",,Z,04,",43.9,",Z,12,",0,Z,0,",Z",71.6,",,,Z",,,0,",,,Z",27.72,",Z",34.54,",,,Z",20.91,",,,Z",,,,,,,,,,
USW00014971,1939-08,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",743.3,Z,171.6,",Z",12,",Z",7,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",0,",Z",31,",Z",12,",Z",,,,,19390821,",,Z",19390831,"+,,Z",19390831,"+,,Z",,,19390815,",,Z",19390830,",,Z",11.1,",Z,21,",0,",,Z,31,+",0,",,Z,31,+",19.6,",,Z,15,",37.2,",Z,30,",0,Z,0,",Z",66.4,",,,Z",,,0,",,,Z",23.87,",Z",30.41,",,,Z",17.33,",,,Z",,,,,,,,,,
USW00014971,1939-09,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",910.8,Z,167.5,",Z",2,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",1,",Z",0,",Z",27,",Z",14,",Z",,,,,19390930,",,Z",19390930,"+,,Z",19390930,"+,,Z",,,19390928,",,Z",19390906,",,Z",-0.6,",Z,30,",0,",,Z,30,+",0,",,Z,30,+",5.6,",,Z,28,",40.6,",Z,06,",34.8,Z,34.8,",Z",6.6,",,,Z",,,0,",,,Z",22.76,",Z",30.82,",,,Z",14.69,",,,Z",,,,,,,,,,
USW00014971,1939-10,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",922,Z,11.2,",Z",4,",Z",2,",Z",0,",Z",0,",Z",0,",Z",0,",Z",4,",Z",0,",Z",16,",Z",0,",Z",,,,,19391030,",,Z",19391031,"+,,Z",19391030,",,Z",,,19391004,",,Z",19391006,"+,,Z",-2.8,",Z,30,",0,",,Z,31,+",0,",T,Z,30,",17,",,Z,04,",30.6,",Z,06,+",192.8,Z,158,",Z",23.7,",,,Z",,,0,",T,,Z",13.6,",Z",21,",,,Z",6.19,",,,Z",,,,,,,,,,
USW00014971,1939-11,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",922,Z,0,",Z",1,",Z",1,",Z",0,",Z",0,",Z",0,",Z",0,",Z",15,",Z",0,",Z",3,",Z",0,",Z",,,,,19391127,",,Z",19391130,"+,,Z",19391124,",,Z",,,19391130,",,Z",19391109,",,Z",-7.2,",Z,27,",0,",,Z,30,+",0,",T,Z,24,",13.2,",,Z,30,",21.7,",Z,09,",558.7,Z,365.9,",Z",13.2,",,,Z",,,0,",T,,Z",6.14,",Z",12.49,",,,Z",-0.22,",,,Z",,,,,,,,,,
USW00014971,1939-12,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",922,Z,0,",Z",6,",Z",3,",Z",0,",Z",9,",Z",3,",Z",1,",Z",17,",Z",10,",Z",2,",Z",0,",Z",,,,,19391229,",,Z",19391227,",,Z",19391223,",,Z",,,19391223,",,Z",19391206,",,Z",-20.6,",Z,29,",178,",,Z,27,",76,",,Z,23,",10.2,",,Z,23,",23.9,",Z,06,",1057.9,Z,499.2,",Z",23.9,",,,Z",,,204,",,,Z",2.23,",Z",7.93,",,,Z",-3.47,",,,Z",,,,,,,,,,
USW00014971,1940-01,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",5,",Z",3,",Z",0,",Z",31,",Z",4,",Z",23,",Z",31,",Z",28,",Z",0,",Z",0,",Z",,,,,19400127,",,Z",19400117,",,Z",19400117,"+,,Z",,,19400117,",,Z",19400131,",,Z",-30.6,",Z,27,",356,",,Z,17,",127,",,Z,17,+",9.1,",,Z,17,",7.2,",Z,31,",2066.4,Z,1008.5,",Z",26.1,",,,Z",,,371,",,,Z",-14.2,",Z",-7.29,",,,Z",-21.11,",,,Z",,,,,,,,,,
USW00014971,1940-02,40.8389,-96.6869,350.5,"LINCOLN WASTE WATER TREATMENT PLANT, NE US",0,Z,0,",Z",5,",Z",3,",Z",0,",Z",20,",Z",3,",Z",2,",Z",29,",Z",15,",Z",0,",Z",0,",Z",,,,,19400209,",,Z",19400209,"+,,Z",19400208,"+,,Z",,,19400203,",,Z",19400229,",,Z",-18.9,",Z,09,",254,",,Z,09,+",102,",,Z,08,+",13,",,Z,03,",12.8,",Z,29,",2721.6,Z,655.2,",Z",30.1,",,,Z",,,265,",,,Z",-4.26,",Z",0.6,",,,Z",-9.12,",,,Z",,,,,,,,,,
