"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013957","1978-06","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","470.4","0","258.2",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","6","","","","19780615","+,,0","19780630","+,,0","19780630","+,,0","2","","19780606",",,0","19780626",",,0","14.4",",0,15,+","0",",,0,30,+","0",",,0,30,+","19.3",",,0,06,","37.8",",0,26,","1704.0","0","0.0",",0","30.7",",,,0","74.4",",X","","","","","","","0",",,,0","26.94",",0","33.51",",,,0","20.37",",,,0","19092",",X","200",",X","","","","","225",",X","10.3",",X","","","","","18.0",",X"
"USW00013957","1978-07","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","820.2","0","349.8",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","1","","","","19780727",",,0","19780731","+,,0","19780731","+,,0","10","","19780727",",,0","19780703",",,0","19.4",",0,27,","0",",,0,31,+","0",",,0,31,+","37.1",",,0,27,","38.9",",0,03,","0.0","0","0.0",",0","44.2",",,,0","79.2",",X","","","","","","","0",",,,0","29.62",",0","36.82",",,,0","22.41",",,,0","20712",",X","290",",X","","","","","45",",X","11.2",",X","","","","","19.0",",X"
"USW00013957","1978-08","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1134.2","0","314.0",",0","5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","6","","","","19780807",",,0","19780831","+,,0","19780831","+,,0","2","","19780829",",,0","19780820","+,,0","17.8",",0,07,","0",",,0,31,+","0",",,0,31,+","60.5",",,0,29,","38.3",",0,20,+","0.0","0","0.0",",0","99.1",",,,0","70.5",",X","","","","","","","0",",,,0","28.46",",0","35.20",",,,0","21.72",",,,0","17466",",X","360",",X","","","","","225",",X","11.2",",X","","","","","18.5",",X"
"USW00013957","1978-09","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1346.6","0","212.4",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","18","","3","","19780930","+,,0","19780930","+,,0","19780930","+,,0","3","","19780914",",,0","19780905","+,,0","15.6",",0,30,+","0",",,0,30,+","0",",,0,30,+","44.7",",,0,14,","34.4",",0,05,+","0.0","0","0.0",",0","61.0",",,,0","49.0",",X","","","","","","","0",",,,0","25.41",",0","30.59",",,,0","20.24",",,,0","10914",",X","230",",X","","","","","225",",X","9.4",",X","","","","","16.4",",X"
"USW00013957","1978-10","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1397.8","0","51.2",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","8","","","","19781018",",,0","19781031","+,,0","19781031","+,,0","3","","19781025",",,0","19781021","+,,0","2.8",",0,18,","0",",,0,31,+","0",",,0,31,+","45.0",",,0,25,","31.7",",0,21,+","33.3","0","33.3",",0","69.7",",,,0","82.0",",X","","","","","","","0",",,,0","18.91",",0","26.74",",,,0","11.08",",,,0","17370",",X","350",",X","","","","","360",",X","8.0",",X","","","","","11.8",",X"
"USW00013957","1978-11","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1417.2","0","19.4",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","22","","3","","19781109",",,0","19781130","+,,0","19781130","+,,0","2","","19781126",",,0","19781104","+,,0","1.1",",0,09,","0",",,0,30,+","0",",,0,30,+","34.5",",,0,26,","28.9",",0,04,+","137.7","0","104.4",",0","106.3",",,,0","37.4",",X","","","","","","","0",",,,0","15.50",",0","21.41",",,,0","9.59",",,,0","7146",",X","320",",X","","","","","315",",X","8.9",",X","","","","","18.0",",X"
"USW00013957","1978-12","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1421.3","0","4.1",",0","11",",0","6",",0","2",",0","0",",0","0",",0","0",",0","15",",0","0",",0","6",",0","0",",0","11","","4","","19781210",",,0","19781231","+,,0","19781231","+,,0","2","","19781231",",,0","19781219",",,0","-8.3",",0,10,","0",",,0,31,+","0",",,0,31,+","43.4",",,0,31,","25.0",",0,19,","436.2","0","298.5",",0","130.4",",,,0","43.9",",X","","","","","","","0",",,,0","8.84",",0","15.21",",,,0","2.47",",,,0","8220",",X","270",",X","","","","","270",",X","12.5",",X","","","","","22.6",",X"
"USW00013957","1979-01","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","9",",0","2",",0","0",",0","0",",0","0",",0","22",",0","2",",0","0",",0","0",",0","16","","2","","19790102",",,0","19790101",",,0","19790129","+,,0","4","","19790119",",,0","19790117",",,0","-11.1",",0,02,","0",",T,0,01,","0",",T,0,29,+","80.5",",,0,19,","20.6",",0,17,","912.7","0","476.5",",0","234.3",",,,0","31.0",",X","","","","","","","0",",T,,0","2.96",",0","7.27",",,,0","-1.35",",,,0","5964",",X","300",",X","","","","","315",",X","14.3",",X","","","","","22.1",",X"
"USW00013957","1979-02","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","4.2","0","4.2",",0","13",",0","5",",0","1",",0","0",",0","1",",0","0",",0","9",",0","0",",0","6",",0","0",",0","17","","4","","19790209",",,0","19790218","+,,0","19790217",",,0","2","","19790206",",,0","19790215",",,0","-7.8",",0,09,","0",",T,0,18,+","25",",,0,17,","40.4",",,0,06,","26.7",",0,15,","1202.7","0","290.0",",0","126.6",",,,0","35.2",",X","","","","","","","38",",,,0","8.13",",0","12.96",",,,0","3.29",",,,0","6582",",X","310",",X","","","","","315",",X","11.6",",X","","","","","17.0",",X"
"USW00013957","1979-03","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","24.0","0","19.8",",0","12",",0","10",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","17",",0","0",",0","10","","","","19790305",",,0","19790331","+,,0","19790331","+,,0","5","","19790330",",,0","19790309",",,0","-2.2",",0,05,","0",",,0,31,+","0",",,0,31,+","81.3",",,0,30,","27.2",",0,09,","1324.6","0","121.9",",0","145.8",",,,0","50.7",",X","","","","","","","0",",,,0","15.04",",0","21.40",",,,0","8.68",",,,0","11256",",X","310",",X","","","","","315",",X","12.5",",X","","","","","19.0",",X"
"USW00013957","1979-04","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","69.0","0","45.0",",0","14",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","12","","1","","19790405",",,0","19790430","+,,0","19790430","+,,0","6","","19790422",",,0","19790416",",,0","2.2",",0,05,","0",",,0,30,+","0",",,0,30,+","77.7",",,0,22,","31.1",",0,16,","1353.3","0","28.7",",0","188.5",",,,0","47.8",",X","","","","","","","0",",,,0","18.88",",0","24.50",",,,0","13.26",",,,0","11172",",X","180",",X","","","","","180",",X","10.3",",X","","","","","20.6",",X"
"USW00013957","1979-05","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","165.3","0","96.3",",0","10",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","13","","3","","19790513",",,0","19790531","+,,0","19790531","+,,0","8","","19790522",",,0","19790510",",,0","8.9",",0,13,","0",",,0,31,+","0",",,0,31,+","47.5",",,0,22,","32.2",",0,10,","1360.5","0","7.2",",0","202.9",",,,0","56.6",",X","","","","","","","0",",,,0","21.21",",0","27.28",",,,0","15.14",",,,0","14598",",X","250",",X","","","","","270",",X","13.4",",X","","","","","22.1",",X"
"USW00013957","1979-06","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","381.1","0","215.8",",0","7",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","6","","","","19790612",",,0","19790630","+,,0","19790630","+,,0","4","","19790602",",,0","19790629",",,0","13.9",",0,12,","0",",,0,30,+","0",",,0,30,+","26.2",",,0,02,","35.0",",0,29,","1360.5","0","0.0",",0","77.3",",,,0","68.8",",X","","","","","","","0",",,,0","25.53",",0","30.94",",,,0","20.11",",,,0","17694",",X","50",",X","","","","","45",",X","9.4",",X","","","","","17.5",",X"
"USW00013957","1979-07","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","659.8","0","278.7",",0","16",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","11","","","","19790712","+,,0","19790731","+,,0","19790731","+,,0","14","","19790709",",,0","19790705","+,,0","20.6",",0,12,+","0",",,0,31,+","0",",,0,31,+","43.4",",,0,09,","34.4",",0,05,+","0.0","0","0.0",",0","190.6",",,,0","58.7",",X","","","","","","","0",",,,0","27.32",",0","32.28",",,,0","22.36",",,,0","15378",",X","210",",X","","","","","225",",X","13.0",",X","","","","","23.1",",X"
"USW00013957","1979-08","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","923.5","0","263.7",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","10","","1","","19790824",",,0","19790831","+,,0","19790831","+,,0","7","","19790801",",,0","19790806",",,0","18.9",",0,24,","0",",,0,31,+","0",",,0,31,+","27.2",",,0,01,","35.0",",0,06,","0.0","0","0.0",",0","47.3",",,,0","74.4",",X","","","","","","","0",",,,0","26.84",",0","32.63",",,,0","21.05",",,,0","18462",",X","310",",X","","","","","360",",X","9.8",",X","","","","","14.4",",X"
"USW00013957","1979-09","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1076.5","0","153.0",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","8","","","","19790925",",,0","19790930","+,,0","19790930","+,,0","1","","19790920",",,0","19790907","+,,0","11.1",",0,25,","0",",,0,30,+","0",",,0,30,+","56.9",",,0,20,","33.9",",0,07,+","0.0","0","0.0",",0","110.0",",,,0","74.6",",X","","","","","","","0",",,,0","23.43",",0","29.28",",,,0","17.59",",,,0","16608",",X","50",",X","","","","","90",",X","9.4",",X","","","","","14.4",",X"
"USW00013957","1979-10","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1142.1","0","65.6",",0","4",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","9","","2","","19791024",",,0","19791031","+,,0","19791031","+,,0","3","","19791030",",,0","19791001",",,0","5.0",",0,24,","0",",,0,31,+","0",",,0,31,+","55.6",",,0,30,","33.3",",0,01,","30.6","0","30.6",",0","100.6",",,,0","71.0",",X","","","","","","","0",",,,0","19.46",",0","26.97",",,,0","11.95",",,,0","15102",",X","160",",X","","","","","270",",X","11.2",",X","","","","","20.6",",X"
"USW00013957","1979-11","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1146.6","0","4.5",",0","3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","11",",0","0",",0","4","","1","","19791130",",,0","19791130","+,,0","19791122",",,0","2","","19791121",",,0","19791120",",,0","-5.6",",0,30,","0",",,0,30,+","0",",T,0,22,","96.5",",,0,21,","27.2",",0,20,","238.3","0","207.7",",0","120.9",",,,0","71.5",",X","","","","","","","0",",T,,0","11.56",",0","18.35",",,,0","4.77",",,,0","13542",",X","310",",X","","","","","225",",X","10.3",",X","","","","","16.4",",X"
"USW00013957","1979-12","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1147.7","0","1.1",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","12",",0","0",",0","6",",0","0",",0","9","","","","19791218",",,0","19791231","+,,0","19791231","+,,0","1","","19791212",",,0","19791211",",,0","-8.9",",0,18,","0",",,0,31,+","0",",,0,31,+","32.8",",,0,12,","24.4",",0,11,","518.2","0","279.9",",0","79.3",",,,0","54.7",",X","","","","","","","0",",,,0","9.34",",0","15.87",",,,0","2.81",",,,0","10260",",X","180",",X","","","","","315",",X","9.8",",X","","","","","15.4",",X"
"USW00013957","1980-01","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","0.6","0","0.6",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","8",",0","0",",0","5",",0","0",",0","20","","6","","19800131",",,0","19800131","+,,0","19800131","+,,0","3","","19800122",",,0","19800116",",,0","-2.8",",0,31,","0",",,0,31,+","0",",,0,31,+","42.2",",,0,22,","22.8",",0,16,","806.1","0","287.9",",0","118.6",",,,0","25.0",",X","","","","","","","0",",,,0","9.06",",0","13.85",",,,0","4.27",",,,0","4770",",X","310",",X","","","","","180",",X","9.8",",X","","","","","14.4",",X"
"USW00013957","1980-02","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","3.7","0","3.1",",0","5",",0","5",",0","1",",0","0",",0","1",",0","0",",0","12",",0","0",",0","9",",0","0",",0","12","","1","","19800217","+,,0","19800217",",,0","19800216",",,0","1","","19800208",",,0","19800222",",,0","-5.0",",0,17,+","0",",T,0,17,","30",",,0,16,","48.0",",,0,08,","30.0",",0,22,","1084.7","0","278.6",",0","78.8",",,,0","54.1",",X","","","","","","","35",",,,0","8.83",",0","15.08",",,,0","2.59",",,,0","10482",",X","320",",X","","","","","225",",X","11.2",",X","","","","","16.4",",X"
"USW00013957","1980-03","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","6.1","0","2.4",",0","11",",0","10",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","13",",0","0",",0","15","","5","","19800303","+,,0","19800331","+,,0","19800301",",,0","7","","19800327",",,0","19800312",",,0","-6.7",",0,03,+","0",",,0,31,+","0",",T,0,01,","17.0",",,0,27,","28.3",",0,12,","1262.4","0","177.7",",0","95.2",",,,0","51.6",",X","","","","","","","0",",T,,0","12.68",",0","18.99",",,,0","6.37",",,,0","11502",",X","310",",X","","","","","315",",X","11.6",",X","","","","","18.5",",X"
"USW00013957","1980-04","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","28.4","0","22.3",",0","8",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","8","","1","","19800415",",,0","19800430","+,,0","19800430","+,,0","6","","19800411",",,0","19800407",",,0","2.2",",0,15,","0",",,0,30,+","0",",,0,30,+","44.7",",,0,11,","31.1",",0,07,","1318.8","0","56.4",",0","135.8",",,,0","62.7",",X","","","","","","","0",",,,0","17.20",",0","24.08",",,,0","10.31",",,,0","14676",",X","330",",X","","","","","45",",X","11.6",",X","","","","","16.4",",X"
"USW00013957","1980-05","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","190.4","0","162.0",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","15","","1","","19800509",",,0","19800531","+,,0","19800531","+,,0","7","","19800515",",,0","19800526",",,0","10.0",",0,09,","0",",,0,31,+","0",",,0,31,+","50.0",",,0,15,","34.4",",0,26,","1321.1","0","2.3",",0","112.2",",,,0","49.5",",X","","","","","","","0",",,,0","23.49",",0","29.03",",,,0","17.94",",,,0","12774",",X","80",",X","","","","","90",",X","10.3",",X","","","","","20.0",",X"
"USW00013957","1980-06","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","497.4","0","307.0",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","27",",0","1","","","","19800611","+,,0","19800630","+,,0","19800630","+,,0","7","","19800620",",,0","19800627",",,0","16.1",",0,11,+","0",",,0,30,+","0",",,0,30,+","30.7",",,0,20,","37.8",",0,27,","1321.1","0","0.0",",0","66.1",",,,0","78.9",",X","","","","","","","0",",,,0","28.57",",0","34.51",",,,0","22.62",",,,0","20226",",X","320",",X","","","","","315",",X","10.7",",X","","","","","19.0",",X"
"USW00013957","1980-07","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","874.8","0","377.4",",0","3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","19800728",",,0","19800731","+,,0","19800731","+,,0","5","","19800727",",,0","19800717",",,0","20.0",",0,28,","0",",,0,31,+","0",",,0,31,+","36.8",",,0,27,","41.1",",0,17,","0.0","0","0.0",",0","46.4",",,,0","86.5",",X","","","","","","","0",",,,0","30.51",",0","37.60",",,,0","23.42",",,,0","22644",",X","190",",X","","","","","45",",X","10.3",",X","","","","","21.6",",X"
"USW00013957","1980-08","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1227.7","0","352.9",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","19800828","+,,0","19800831","+,,0","19800831","+,,0","6","","19800829",",,0","19800822","+,,0","18.3",",0,28,+","0",",,0,31,+","0",",,0,31,+","5.8",",,0,29,","39.4",",0,22,+","0.0","0","0.0",",0","10.6",",,,0","69.5",",X","","","","","","","0",",,,0","29.72",",0","36.87",",,,0","22.56",",,,0","17220",",X","60",",X","","","","","225",",X","9.8",",X","","","","","13.9",",X"
"USW00013957","1980-09","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1514.1","0","286.4",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","25",",0","5","","","","19800927",",,0","19800930","+,,0","19800930","+,,0","7","","19800929","+,,0","19800916","+,,0","13.9",",0,27,","0",",,0,30,+","0",",,0,30,+","11.4",",,0,29,+","39.4",",0,16,+","1.7","0","1.7",",0","41.3",",,,0","50.6",",X","","","","","","","0",",,,0","27.83",",0","34.55",",,,0","21.10",",,,0","11358",",X","320",",X","","","","","315",",X","13.4",",X","","","","","20.0",",X"
"USW00013957","1980-10","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1560.4","0","46.3",",0","4",",0","3",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","26",",0","3",",0","6","","2","","19801031",",,0","19801031","+,,0","19801031","+,,0","2","","19801027",",,0","19801009",",,0","-0.6",",0,31,","0",",,0,31,+","0",",,0,31,+","32.0",",,0,27,","32.8",",0,09,","74.4","0","72.7",",0","63.0",",,,0","64.3",",X","","","","","","","0",",,,0","17.48",",0","25.69",",,,0","9.28",",,,0","13698",",X","300",",X","","","","","225",",X","9.8",",X","","","","","14.4",",X"
"USW00013957","1980-11","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1571.8","0","11.4",",0","8",",0","6",",0","1",",0","1",",0","1",",0","0",",0","5",",0","0",",0","15",",0","0",",0","11","","3","","19801120",",,0","19801127",",,0","19801126",",,0","","","19801116",",,0","19801106",",,0","-3.9",",0,20,","25",",,0,27,","33",",,0,26,","43.4",",,0,16,","29.4",",0,06,","266.9","0","192.5",",0","91.3",",,,0","52.6",",X","","","","","","","33",",,,0","12.30",",0","18.98",",,,0","5.61",",,,0","9996",",X","220",",X","","","","","360",",X","8.0",",X","","","","","12.9",",X"
"USW00013957","1980-12","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1572.4","0","0.6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","7",",0","0",",0","10","","1","","19801221",",,0","19801231","+,,0","19801231","+,,0","1","","19801208",",,0","19801218",",,0","-6.7",",0,21,","0",",,0,31,+","0",",,0,31,+","17.8",",,0,08,","26.7",",0,18,","541.9","0","275.0",",0","18.9",",,,0","49.9",",X","","","","","","","0",",,,0","9.48",",0","16.39",",,,0","2.56",",,,0","9348",",X","30",",X","","","","","360",",X","9.8",",X","","","","","14.4",",X"
"USW00013957","1981-01","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","0.0","0","0.0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","5",",0","0",",0","11","","2","","19810118",",,0","19810131","+,,0","19810120",",,0","","","19810106",",,0","19810129",",,0","-6.1",",0,18,","0",",,0,31,+","18",",,0,20,","16.5",",,0,06,","22.2",",0,29,","891.4","0","349.5",",0","36.3",",,,0","59.4",",X","","","","","","","18",",,,0","7.06",",0","13.56",",,,0","0.56",",,,0","11334",",X","20",",X","","","","","270",",X","8.0",",X","","","","","12.3",",X"
"USW00013957","1981-02","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","2.2","0","2.2",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","9",",0","1",",0","11",",0","0",",0","13","","6","","19810211",",,0","19810205",",,0","19810205",",,0","3","","19810210",",,0","19810220",",,0","-10.0",",0,11,","0",",T,0,05,","3",",,0,05,","36.8",",,0,10,","28.9",",0,20,","1131.0","0","239.6",",0","97.3",",,,0","50.9",",X","","","","","","","3",",,,0","9.86",",0","16.56",",,,0","3.15",",,,0","9462",",X","310",",X","","","","","315",",X","11.2",",X","","","","","17.5",",X"
"USW00013957","1981-03","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","7.0","0","4.8",",0","7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","13",",0","0",",0","6","","1","","19810319",",,0","19810331","+,,0","19810331","+,,0","5","","19810301",",,0","19810330",",,0","-0.6",",0,19,","0",",,0,31,+","0",",,0,31,+","29.0",",,0,01,","30.6",",0,30,","1292.0","0","161.0",",0","84.7",",,,0","60.8",",X","","","","","","","0",",,,0","13.29",",0","20.11",",,,0","6.48",",,,0","13596",",X","320",",X","","","","","315",",X","13.4",",X","","","","","23.6",",X"
"USW00013957","1981-04","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","98.2","0","91.2",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","9","","","","19810406",",,0","19810430","+,,0","19810430","+,,0","5","","19810423",",,0","19810402",",,0","5.6",",0,06,","0",",,0,30,+","0",",,0,30,+","18.8",",,0,23,","30.0",",0,02,","1300.6","0","8.6",",0","50.1",",,,0","44.7",",X","","","","","","","0",",,,0","21.08",",0","27.41",",,,0","14.76",",,,0","10398",",X","180",",X","","","","","45",",X","13.0",",X","","","","","20.0",",X"
"USW00013957","1981-05","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","183.7","0","85.5",",0","14",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","12","","","","19810511",",,0","19810531","+,,0","19810531","+,,0","12","","19810509",",,0","19810530","+,,0","7.2",",0,11,","0",",,0,31,+","0",",,0,31,+","132.8",",,0,09,","31.7",",0,30,+","1313.6","0","13.0",",0","253.0",",,,0","46.3",",X","","","","","","","0",",,,0","20.67",",0","26.23",",,,0","15.12",",,,0","11922",",X","280",",X","","","","","315",",X","17.4",",X","","","","","24.7",",X"
"USW00013957","1981-06","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","436.9","0","253.2",",0","9",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","15","","","","19810627",",,0","19810630","+,,0","19810630","+,,0","10","","19810605",",,0","19810630","+,,0","16.7",",0,27,","0",",,0,30,+","0",",,0,30,+","57.9",",,0,05,","33.9",",0,30,+","1313.6","0","0.0",",0","163.7",",,,0","55.8",",X","","","","","","","0",",,,0","26.77",",0","31.90",",,,0","21.64",",,,0","14328",",X","300",",X","","","","","315","2,X","11.2",",X","","","","","18.5","2,X"
"USW00013957","1981-07","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","742.3","0","305.4",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","9","","","","19810712",",,0","19810731","+,,0","19810731","+,,0","6","","19810705",",,0","19810724",",,0","20.6",",0,12,","0",",,0,31,+","0",",,0,31,+","25.9",",,0,05,","37.2",",0,24,","0.0","0","0.0",",0","60.0",",,,0","61.8",",X","","","","","","","0",",,,0","28.19",",0","33.33",",,,0","23.05",",,,0","16140",",X","250",",X","","","","","90",",X","10.3",",X","","","","","19.0",",X"
"USW00013957","1981-08","32.4473","-93.8244","69.5","SHREVEPORT AIRPORT, LA US","","","","","","","","","","","1022.7","0","280.4",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","11","","","","19810809",",,0","19810831","+,,0","19810831","+,,0","6","","19810801",",,0","19810815","+,,0","17.2",",0,09,","0",",,0,31,+","0",",,0,31,+","10.4",",,0,01,","37.2",",0,15,+","0.0","0","0.0",",0","24.1",",,,0","51.6",",X","","","","","","","0",",,,0","27.38",",0","33.51",",,,0","21.25",",,,0","12870",",X","10",",X","","","","","360",",X","10.3",",X","","","","","15.4",",X"
