STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HN02,HN02_ATTRIBUTES,HN03,HN03_ATTRIBUTES,HN04,HN04_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,HX01,HX01_ATTRIBUTES,HX02,HX02_ATTRIBUTES,HX03,HX03_ATTRIBUTES,HX04,HX04_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LN02,LN02_ATTRIBUTES,LN03,LN03_ATTRIBUTES,LN04,LN04_ATTRIBUTES,LX01,LX01_ATTRIBUTES,LX02,LX02_ATTRIBUTES,LX03,LX03_ATTRIBUTES,LX04,LX04_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MN02,MN02_ATTRIBUTES,MN03,MN03_ATTRIBUTES,MN04,MN04_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MX02,MX02_ATTRIBUTES,MX03,MX03_ATTRIBUTES,MX04,MX04_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES
USC00257830,1983-09,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,,,1,",0",1,",0",0,",0",0,",0",0,",0",,,,,0,",0",26,",0",8,",0",,,,,19830930,"+,,0",19830930,"+,,0",,,19830904,",,0",19830903,",,0",,,0,",,0,30,+",0,",,0,30,+",6.9,",,0,04,",38.3,",0,03,",,,,,21.1,",,,0,3,1",25,",,,0,3,3",21.7,",,,0,5,1",21.7,",,,0,6,1",,,39.4,",,,0,3,1",27.2,"1,,,0,3,3",28.9,",,,0,5,1",33.9,",,,0,6,1",4.4,",,,0,3,1",15,",,,0,3,3",10,",,,0,5,1",8.3,",,,0,6,1",23.3,",,,0,3,1",16.1,"1,,,0,3,3",15.6,",,,0,5,1",18.9,",,,0,6,1",14.4,",,,0,3,1",21.1,",,,0,3,3",16.9,",,,0,5,1",16.6,",,,0,6,1",,,34.1,",,,0,3,1",22.9,"1,,,0,3,3",23.6,",,,0,5,1",27.3,",,,0,6,1",,,6.9,",,,0",0,",,,0",,,27.51,",,,0",,,,
USC00257830,1983-10,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,0,"1,0",4,",0",3,",0",0,",0",0,",0",0,",0",0,"1,0",14,"1,0",0,",0",15,",0",0,",0",,,19831025,",1,0",19831031,"+,,0",19831031,"+,,0",,,19831003,",,0",19831001,",,0",-7.8,"1,0,25,",0,",,0,31,+",0,",,0,31,+",6.9,",,0,03,",30.6,",0,01,",,,,,13.9,",,,0,3,1",20,",,,0,3,3",16.1,",,,0,5,1",15.6,",,,0,6,1",246.2,",0",31.7,",,,0,3,1",21.1,",,,0,3,3",21.7,",,,0,5,1",25,",,,0,6,1",2.2,",,,0,3,1",11.1,",,,0,3,3",6.7,",,,0,5,1",5.6,",,,0,6,1",12.8,",,,0,3,1",11.7,",,,0,3,3",11.1,",,,0,5,1",11.7,",,,0,6,1",7,",,,0,3,1",13.9,",,,0,3,3",9.9,",,,0,5,1",8.9,",,,0,6,1",,,22.6,",,,0,3,1",15.4,",,,0,3,3",15.2,",,,0,5,1",17.1,",,,0,6,1",,,14.2,",,,0",0,",,,0",10.15,"1,0",19.64,",,,0",0.66,"1,,,0",,
USC00257830,1983-11,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,0,"3,0",6,"2,0",3,"2,0",1,"2,0",,,,,2,"3,0",22,"3,0",4,"2,0",5,"2,0",0,"2,0",,,19831130,",3,0",,,,,,,19831129,",2,0",19831108,",2,0",-22.2,"3,0,30,",,,,,26.2,"2,,0,29,",25,"2,0,08,",,,,,7.8,"2,,,0,3,1",13.3,"2,,,0,3,3",9.4,"2,,,0,5,1",9.4,"2,,,0,6,1",407.3,"2,0",22.8,"2,,,0,3,1",13.9,"2,,,0,3,3",13.9,"2,,,0,5,1",16.1,"2,,,0,6,1",-6.1,"2,,,0,3,1",2.8,"2,,,0,3,3",-0.6,"2,,,0,5,1",-3.9,"2,,,0,6,1",-1.7,"2,,,0,3,1",2.8,"2,,,0,3,3",0,"2,,,0,5,1",-1.7,"2,,,0,6,1",1.6,"2,,,0,3,1",7.7,"2,,,0,3,3",4.3,"2,,,0,5,1",3.2,"2,,,0,6,1",,,10.2,"2,,,0,3,1",8.5,"2,,,0,3,3",7.1,"2,,,0,5,1",7.8,"2,,,0,6,1",,,35.3,"2,,,0",,,3.05,"3,0",11.06,"2,,,0",-4.95,"3,,,0",,
USC00257830,1983-12,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",,,0,"3,0",3,",0",0,",0",0,",0",,,0,"2,0",15,"3,0",28,"3,0",21,",0",0,",0",0,",0",,,19831221,",3,0",,,19831223,",2,0",,,19831220,",,0",19831231,",,0",-32.2,"3,0,21,",,,18,"2,,0,23,",1.5,",,0,20,",7.2,",0,31,",,,,,1.1,",,,0,3,1",3.3,",,,0,3,3",1.7,",,,0,5,1",1.1,",,,0,6,1",853.1,",0",1.1,",,,0,3,1",3.3,",,,0,3,3",1.7,",,,0,5,1",1.7,",,,0,6,1",0.6,",,,0,3,1",2.8,",,,0,3,3",1.1,",,,0,5,1",1.1,",,,0,6,1",0.6,",,,0,3,1",2.8,",,,0,3,3",1.1,",,,0,5,1",1.1,",,,0,6,1",1.1,",,,0,3,1",2.9,",,,0,3,3",1.5,",,,0,5,1",1.1,",,,0,6,1",,,1.1,",,,0,3,1",2.9,",,,0,3,3",1.5,",,,0,5,1",1.3,",,,0,6,1",,,2.6,",,,0",18,"2,,,0",-11.85,"3,0",-5.54,",,,0",-18.16,"3,,,0",,
USC00257830,1984-01,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,"4,0",3,",0",0,",0",0,",0",,,,,6,"3,0",28,"3,0",8,"1,0",0,"1,0",0,"1,0",,,19840118,",3,0",,,,,,,19840114,",,0",19840108,",1,0",-31.1,"3,0,18,",,,,,0.8,",,0,14,",12.8,"1,0,08,",,,,,1.1,",,,0,3,1",2.8,",,,0,3,3",1.7,",,,0,5,1",1.1,",,,0,6,1",613.1,"1,0",1.1,",,,0,3,1",2.8,",,,0,3,3",1.7,",,,0,5,1",1.1,",,,0,6,1",0.6,",,,0,3,1",1.7,",,,0,3,3",0.6,",,,0,5,1",0,",,,0,6,1",0.6,",,,0,3,1",1.7,",,,0,3,3",0.6,",,,0,5,1",0.6,",,,0,6,1",0.8,",,,0,3,1",1.9,",,,0,3,3",0.8,",,,0,5,1",0.5,",,,0,6,1",,,0.9,",,,0,3,1",1.9,",,,0,3,3",0.8,",,,0,5,1",0.9,",,,0,6,1",,,1.4,",,,0",,,-4.26,"4,0",2.38,"1,,,0",-10.91,"3,,,0",,
USC00257830,1984-02,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,",0",3,",0",2,",0",0,",0",,,,,0,",0",29,",0",3,",0",0,",0",0,",0",,,19840228,",,0",,,,,,,19840212,",,0",19840207,"+,,0",-13.9,",0,28,",,,,,7.1,",,0,12,",16.1,",0,07,+",,,,,1.1,",,,0,3,1",1.7,",,,0,3,3",0.6,",,,0,5,1",0.6,",,,0,6,1",528.3,",0",5.6,",,,0,3,1",1.7,",,,0,3,3",1.1,",,,0,5,1",1.1,",,,0,6,1",-1.1,",,,0,3,1",1.7,",,,0,3,3",0,",,,0,5,1",-1.1,",,,0,6,1",1.1,",,,0,3,1",1.7,",,,0,3,3",0.6,",,,0,5,1",0,",,,0,6,1",0.6,",,,0,3,1",1.7,",,,0,3,3",0.6,",,,0,5,1",0.1,",,,0,6,1",,,1.7,",,,0,3,1",1.7,",,,0,3,3",0.6,",,,0,5,1",0.4,",,,0,6,1",,,13.5,",,,0",,,0.12,",0",7.01,",,,0",-6.78,",,,0",,
USC00257830,1984-03,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,"4,0",5,",0",5,",0",0,",0",,,,,0,"4,0",27,"4,0",1,",0",1,",0",0,",0",,,19840308,",4,0",,,,,,,19840318,",,0",19840315,",,0",-14.4,"4,0,08,",,,,,5.8,",,0,18,",21.1,",0,15,",,,,,3.3,"1,,,0,3,1",6.1,",,,0,3,3",3.9,",,,0,5,1",2.8,",,,0,6,1",454.6,",0",16.7,"1,,,0,3,1",7.2,",,,0,3,3",9.4,",,,0,5,1",10.6,",,,0,6,1",-1.1,"1,,,0,3,1",1.7,",,,0,3,3",0,",,,0,5,1",-1.1,",,,0,6,1",0.6,"1,,,0,3,1",1.7,",,,0,3,3",0,",,,0,5,1",0,",,,0,6,1",1.5,"1,,,0,3,1",3.4,",,,0,3,3",1.3,",,,0,5,1",1.2,",,,0,6,1",,,8.5,"1,,,0,3,1",3.9,",,,0,3,3",2.5,",,,0,5,1",3.8,",,,0,6,1",,,19.2,",,,0",,,1.69,"4,0",8.7,",,,0",-5.31,"4,,,0",,
USC00257830,1984-04,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,"1,0",11,"1,0",5,"1,0",0,"1,0",,,0,"4,0",0,"1,0",21,"1,0",2,"1,0",0,"1,0",0,"1,0",,,19840404,",1,0",,,19840430,"+,4,0",,,19840421,",1,0",19840418,",1,0",-12.2,"1,0,04,",,,0,"4,,0,30,+",8.1,"1,,0,21,",20,"1,0,18,",,,,,7.2,"1,,,0,3,1",10,"1,,,0,3,3",7.2,"1,,,0,5,1",7.2,"1,,,0,6,1",413.1,"1,0",24.4,"1,,,0,3,1",11.1,"1,,,0,3,3",13.3,"1,,,0,5,1",17.8,"1,,,0,6,1",1.7,"1,,,0,3,1",3.9,"1,,,0,3,3",2.2,"1,,,0,5,1",1.7,"1,,,0,6,1",2.2,"1,,,0,3,1",4.4,"1,,,0,3,3",2.2,"1,,,0,5,1",1.7,"1,,,0,6,1",3.2,"1,,,0,3,1",6.3,"1,,,0,3,3",4.4,"1,,,0,5,1",3.4,"1,,,0,6,1",,,11.3,"1,,,0,3,1",7.3,"1,,,0,3,3",7.5,"1,,,0,5,1",8,"1,,,0,6,1",,,39,"1,,,0",0,"4,,,0",4.09,"1,0",10.22,"1,,,0",-2.04,"1,,,0",,
USC00257830,1984-05,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",2.8,0,2.8,"3,0",11,",0",6,",0",0,",0",0,",0",0,",0",0,"3,0",5,"3,0",0,",0",18,",0",0,",0",,,19840508,"+,3,0",19840531,"+,,0",19840531,"+,,0",,,19840519,",,0",19840531,",,0",-2.2,"3,0,08,+",0,",,0,31,+",0,",,0,31,+",15,",,0,19,",31.1,",0,31,",,,,,16.1,",,,0,3,1",18.9,",,,0,3,3",15.6,",,,0,5,1",16.1,",,,0,6,1",153.8,",0",33.3,",,,0,3,1",20.6,",,,0,3,3",22.2,",,,0,5,1",28.3,",,,0,6,1",3.3,",,,0,3,1",6.1,",,,0,3,3",5,",,,0,5,1",3.9,",,,0,6,1",14.4,",,,0,3,1",7.2,",,,0,3,3",9.4,",,,0,5,1",8.9,",,,0,6,1",10.7,",,,0,3,1",14.5,",,,0,3,3",12,",,,0,5,1",11.4,",,,0,6,1",,,25.6,",,,0,3,1",15.9,",,,0,3,3",17.4,",,,0,5,1",20.4,",,,0,6,1",,,39.1,",,,0",0,",,,0",13.07,"3,0",21.63,",,,0",4.51,"3,,,0",,
USC00257830,1984-06,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",40.1,0,37.3,"2,0",8,",0",4,",0",0,",0",0,",0",0,",0",0,"2,0",0,"2,0",0,",0",27,",0",5,",0",,,19840602,",2,0",19840628,",,0",19840630,"+,,0",,,19840620,",,0",19840622,",,0",1.1,"2,0,02,",0,",T,0,28,",0,",,0,30,+",11.7,",,0,20,",33.3,",0,22,",,,,,22.2,",,,0,3,1",23.9,",,,0,3,3",20.6,",,,0,5,1",21.1,",,,0,6,1",40.8,",0",36.1,",,,0,3,1",26.1,",,,0,3,3",29.4,",,,0,5,1",32.2,",,,0,6,1",10.6,",,,0,3,1",15.6,",,,0,3,3",13.3,",,,0,5,1",12.2,",,,0,6,1",18.9,",,,0,3,1",18.3,",,,0,3,3",16.7,",,,0,5,1",18.3,",,,0,6,1",17,",,,0,3,1",19.8,",,,0,3,3",17,",,,0,5,1",16.9,",,,0,6,1",,,29.3,",,,0,3,1",21.5,",,,0,3,3",22.7,",,,0,5,1",26.3,",,,0,6,1",,,29.2,",,,0",0,",,,0",18.02,"2,0",27.07,",,,0",8.96,"2,,,0",,
USC00257830,1984-07,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",174.3,0,134.2,"2,0",8,",0",5,",0",0,",0",0,",0",0,",0",0,"2,0",0,"2,0",0,",0",31,",0",16,",0",,,19840711,",2,0",19840731,"+,,0",19840731,"+,,0",,,19840731,",,0",19840722,"+,,0",7.8,"2,0,11,",0,",,0,31,+",0,",,0,31,+",12.7,",,0,31,",37.2,",0,22,+",,,1.1,0,26.1,",,,0,3,1",27.8,",,,0,3,3",23.9,",,,0,5,1",24.4,",,,0,6,1",1.1,",0",42.8,",,,0,3,1",30,",,,0,3,3",30.6,",,,0,5,1",36.7,",,,0,6,1",16.7,",,,0,3,1",23.3,",,,0,3,3",20,",,,0,5,1",17.8,",,,0,6,1",30,",,,0,3,1",23.9,",,,0,3,3",25,",,,0,5,1",28.3,",,,0,6,1",22.1,",,,0,3,1",25.2,",,,0,3,3",22,",,,0,5,1",22.1,",,,0,6,1",,,37.6,",,,0,3,1",27.1,",,,0,3,3",28.3,",,,0,5,1",33.1,",,,0,6,1",,,35.1,",,,0",0,",,,0",22.93,"2,0",32.27,",,,0",13.59,"2,,,0",,
USC00257830,1984-08,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",301.2,0,126.9,"1,0",9,",0",6,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,"1,0",30,"1,0",15,"1,0",,,19840830,",,0",19840831,"+,,0",19840831,"+,,0",,,19840807,",,0",19840829,"+,1,0",6.1,",0,30,",0,",,0,31,+",0,",,0,31,+",13,",,0,07,",35.6,"1,0,29,+",,,1.1,0,23.9,",,,0,3,1",26.7,",,,0,3,3",23.3,",,,0,5,1",23.9,",,,0,6,1",0,"1,0",42.8,",,,0,3,1",28.9,",,,0,3,3",30.6,",,,0,5,1",36.7,",,,0,6,1",18.3,",,,0,3,1",23.3,",,,0,3,3",20,",,,0,5,1",20,",,,0,6,1",31.1,",,,0,3,1",25,",,,0,3,3",26.7,",,,0,5,1",28.3,",,,0,6,1",20.8,",,,0,3,1",24.8,",,,0,3,3",21.8,",,,0,5,1",21.3,",,,0,6,1",,,35,",,,0,3,1",26.7,",,,0,3,3",28,",,,0,5,1",31.4,",,,0,6,1",,,51.6,",,,0",0,",,,0",22.61,"1,0",31.69,"1,,,0",13.53,",,,0",,
USC00257830,1984-09,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",317.7,0,16.5,"2,0",8,",0",3,",0",0,",0",1,",0",0,"1,0",0,"2,0",7,"2,0",0,",0",20,",0",6,",0",,,19840929,",2,0",19840925,",,0",19840930,"+,1,0",,,19840913,",,0",19840901,",,0",-8.9,"2,0,29,",51,",,0,25,",0,"1,,0,30,+",8.4,",,0,13,",37.2,",0,01,",,,160.8,0,21.1,",,,0,3,1",25,",,,0,3,3",21.7,",,,0,5,1",22.2,",,,0,6,1",159.7,",0",36.7,",,,0,3,1",26.1,",,,0,3,3",27.8,",,,0,5,1",31.1,",,,0,6,1",3.3,",,,0,3,1",10.6,",,,0,3,3",7.2,",,,0,5,1",5,",,,0,6,1",10,",,,0,3,1",12.2,",,,0,3,3",10.6,",,,0,5,1",9.4,",,,0,6,1",13.8,",,,0,3,1",19.3,",,,0,3,3",15.7,",,,0,5,1",14.9,",,,0,6,1",,,27.4,",,,0,3,1",21.4,",,,0,3,3",21.5,",,,0,5,1",23.7,",,,0,6,1",,,22.7,",,,0",0,"1,,,0",13.64,"2,0",23.24,",,,0",4.05,"2,,,0",,
USC00257830,1984-10,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",317.7,0,0,"2,0",7,",0",2,",0",0,",0",1,",0",0,",0",0,"2,0",17,"2,0",0,",0",8,",0",0,",0",,,19841028,"+,2,0",19841021,",,0",19841021,",,0",,,19841005,",,0",19841013,"+,,0",-8.9,"2,0,28,+",25,",,0,21,",13,",,0,21,",10.9,",,0,05,",25.6,",0,13,+",,,510.9,0,13.9,",,,0,3,1",16.1,",,,0,3,3",13.9,",,,0,5,1",13.9,",,,0,6,1",350.1,",0",27.8,",,,0,3,1",17.8,",,,0,3,3",18.3,",,,0,5,1",22.2,",,,0,6,1",2.8,",,,0,3,1",6.1,",,,0,3,3",3.3,",,,0,5,1",2.8,",,,0,6,1",5,",,,0,3,1",6.1,",,,0,3,3",4.4,",,,0,5,1",3.3,",,,0,6,1",6.9,",,,0,3,1",11,",,,0,3,3",8.1,",,,0,5,1",7.3,",,,0,6,1",,,15.4,",,,0,3,1",12.2,",,,0,3,3",11.7,",,,0,5,1",12.8,",,,0,6,1",,,22.9,",,,0",13,",,,0",6.38,"2,0",14.65,",,,0",-1.89,"2,,,0",,
USC00257830,1984-11,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",317.7,0,0,"3,0",1,",0",0,",0",0,",0",0,",0",0,",0",0,"3,0",25,"3,0",2,",0",2,",0",0,",0",,,19841128,",3,0",19841130,"+,,0",19841110,",,0",,,19841110,",,0",19841103,",,0",-13.3,"3,0,28,",0,",,0,30,+",8,",,0,10,",0.5,",,0,10,",22.8,",0,03,",,,941.5,0,5.6,",,,0,3,1",7.2,"1,,,0,3,3",5,",,,0,5,1",5.6,",,,0,6,1",430.6,",0",12.8,",,,0,3,1",8.3,"1,,,0,3,3",8.3,",,,0,5,1",9.4,",,,0,6,1",1.1,",,,0,3,1",3.3,"1,,,0,3,3",1.1,",,,0,5,1",1.1,",,,0,6,1",1.7,",,,0,3,1",3.3,"1,,,0,3,3",2.2,",,,0,5,1",1.7,",,,0,6,1",2.6,",,,0,3,1",5.4,"1,,,0,3,3",2.9,",,,0,5,1",2.8,",,,0,6,1",,,8.4,",,,0,3,1",5.9,"1,,,0,3,3",5.5,",,,0,5,1",6.2,",,,0,6,1",,,0.5,",,,0",8,",,,0",2.65,"3,0",12.15,",,,0",-6.86,"3,,,0",,
USC00257830,1984-12,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",317.7,0,0,"3,0",2,",0",1,",0",0,",0",,,,,3,"3,0",27,"3,0",7,",0",0,",0",0,",0",,,19841224,",3,0",,,,,,,19841212,",,0",19841208,",,0",-20,"3,0,24,",,,,,6.6,",,0,12,",20.6,",0,08,",,,1553.3,0,1.7,",,,0,3,1",3.3,",,,0,3,3",1.1,"1,,,0,5,1",1.7,"1,,,0,6,1",611.8,",0",5,",,,0,3,1",3.3,",,,0,3,3",2.2,"1,,,0,5,1",1.7,"1,,,0,6,1",-3.3,",,,0,3,1",0.6,",,,0,3,3",-2.8,"1,,,0,5,1",-2.8,"1,,,0,6,1",0,",,,0,3,1",0.6,",,,0,3,3",-1.1,"1,,,0,5,1",-1.1,"1,,,0,6,1",0.8,",,,0,3,1",1.8,",,,0,3,3",0.2,"1,,,0,5,1",0.1,"1,,,0,6,1",,,1.6,",,,0,3,1",2,",,,0,3,3",0.4,"1,,,0,5,1",0.6,"1,,,0,6,1",,,8.6,",,,0",,,-3.33,"3,0",4.9,",,,0",-11.56,"3,,,0",,
USC00257830,1985-01,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,"2,0",2,",0",0,",0",0,",0",,,0,"3,0",8,"2,0",29,"2,0",13,",0",0,",0",0,",0",,,19850131,",2,0",,,19850131,"+,3,0",,,19850130,",,0",19850105,",,0",-29.4,"2,0,31,",,,0,"3,,0,31,+",0.8,",,0,30,",8.9,",0,05,",,,2275.9,0,1.7,",,,0,3,1",2.2,",,,0,3,3",0.6,"1,,,0,5,1",0.6,"1,,,0,6,1",722.6,",0",1.7,",,,0,3,1",2.2,",,,0,3,3",0.6,"1,,,0,5,1",1.7,"1,,,0,6,1",-3.9,",,,0,3,1",-3.3,",,,0,3,3",-7.2,"1,,,0,5,1",-5.6,"1,,,0,6,1",-3.9,",,,0,3,1",-2.8,",,,0,3,3",-3.9,"1,,,0,5,1",-4.4,"1,,,0,6,1",-0.7,",,,0,3,1",0,",,,0,3,3",-2.2,"1,,,0,5,1",-2.3,"1,,,0,6,1",,,0,",,,0,3,1",0.7,",,,0,3,3",-1.4,"1,,,0,5,1",-0.9,"1,,,0,6,1",,,1.3,",,,0",0,"3,,,0",-6.43,"2,0",0.45,",,,0",-13.31,"2,,,0",,
USC00257830,1985-02,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,"2,0",0,",0",0,",0",0,",0",0,",0",0,",0",7,"2,0",26,"2,0",7,",0",0,",0",0,",0",,,19850201,",2,0",19850228,"+,,0",19850228,"+,,0",,,19850223,",,0",19850221,",,0",-30,"2,0,01,",0,",,0,28,+",0,",,0,28,+",0,",T,0,23,",17.2,",0,21,",,,2874.2,0,1.7,",,,0,3,1",1.7,"1,,,0,3,3",1.1,"1,,,0,5,1",1.7,"1,,,0,6,1",598.3,",0",9.4,",,,0,3,1",1.7,"1,,,0,3,3",1.7,"1,,,0,5,1",5.6,"1,,,0,6,1",-6.7,",,,0,3,1",-7.8,"1,,,0,3,3",-12.2,"1,,,0,5,1",-10.6,"1,,,0,6,1",-6.7,",,,0,3,1",-6.7,"1,,,0,3,3",-11.1,"1,,,0,5,1",-9.4,"1,,,0,6,1",-2.4,",,,0,3,1",-2.4,"1,,,0,3,3",-4.3,"1,,,0,5,1",-3.6,"1,,,0,6,1",,,0.7,",,,0,3,1",-1.4,"1,,,0,3,3",-2.7,"1,,,0,5,1",-1.3,"1,,,0,6,1",,,0,",T,,0",0,",,,0",-4.77,"2,0",3.14,",,,0",-12.67,"2,,,0",,
USC00257830,1985-03,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",0,0,0,"1,0",2,",0",1,",0",0,",0",0,",0",0,",0",0,"1,0",30,"1,0",2,",0",1,",0",0,",0",,,19850305,",1,0",19850331,"+,,0",19850331,"+,,0",,,19850330,",,0",19850326,",,0",-15,"1,0,05,",0,",,0,31,+",0,",,0,31,+",2.5,",,0,30,",26.1,",0,26,",,,3317.1,0,,,,,,,,,442.9,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,",,,0",0,",,,0",3.51,"1,0",12.7,",,,0",-5.68,"1,,,0",,
USC00257830,1985-04,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",3,0,3,",0",6,",0",4,",0",0,",0",0,",0",0,",0",0,",0",17,",0",0,",0",12,",0",0,",0",,,19850408,",,0",19850430,"+,,0",19850430,"+,,0",,,19850430,",,0",19850419,",,0",-11.1,",0,08,",0,",,0,30,+",0,",,0,30,+",23.9,",,0,30,",29.4,",0,19,",,,3589.8,0,13.9,",,,0,3,1",16.7,",,,0,3,3",12.8,",,,0,5,1",14.4,",,,0,6,1",272.7,",0",29.4,",,,0,3,1",19.4,",,,0,3,3",21.1,",,,0,5,1",25.6,",,,0,6,1",2.2,",,,0,3,1",5.6,",,,0,3,3",2.8,",,,0,5,1",3.3,",,,0,6,1",10.6,",,,0,3,1",6.1,",,,0,3,3",6.7,",,,0,5,1",8.9,",,,0,6,1",8.3,",,,0,3,1",11.2,",,,0,3,3",8.1,",,,0,5,1",8.6,",,,0,6,1",,,21.4,",,,0,3,1",14,",,,0,3,3",15,",,,0,5,1",18.2,",,,0,6,1",,,43.4,",,,0",0,",,,0",9.35,",0",18.52,",,,0",0.17,",,,0",,
USC00257830,1985-05,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",12.7,0,9.7,",0",10,",0",4,",0",1,",0",0,",0",0,",0",0,",0",2,",0",0,",0",22,",0",0,",0",,,19850515,",,0",19850531,"+,,0",19850531,"+,,0",,,19850513,",,0",19850526,"+,,0",-0.6,",0,15,",0,",,0,31,+",0,",,0,31,+",26.4,",,0,13,",30,",0,26,+",,,3704.9,0,18.3,",,,0,3,1",20.6,"1,,,0,3,3",18.3,",,,0,5,1",18.3,",,,0,6,1",115.1,",0",31.7,",,,0,3,1",22.2,"1,,,0,3,3",25.6,",,,0,5,1",28.9,",,,0,6,1",8.3,",,,0,3,1",13.9,"1,,,0,3,3",10.6,",,,0,5,1",10,",,,0,6,1",17.8,",,,0,3,1",15.6,"1,,,0,3,3",13.3,",,,0,5,1",15,",,,0,6,1",13.6,",,,0,3,1",17.4,"1,,,0,3,3",14.9,",,,0,5,1",14.1,",,,0,6,1",,,27,",,,0,3,1",19.5,"1,,,0,3,3",21.4,",,,0,5,1",23.6,",,,0,6,1",,,59.7,",,,0",0,",,,0",14.93,",0",23.8,",,,0",6.07,",,,0",,
USC00257830,1985-06,41.22924,-103.02142,1321.9,"SIDNEY 6 NNW, NE US",68,0,55.3,"2,0",7,",0",5,",0",0,",0",0,",0",0,",0",0,"2,0",1,"2,0",0,",0",24,",0",9,",0",,,19850612,",2,0",19850630,"+,,0",19850630,"+,,0",,,19850604,",,0",19850625,",,0",-0.6,"2,0,12,",0,",,0,30,+",0,",,0,30,+",17.8,",,0,04,",37.8,",0,25,",,,3781.9,0,23.9,",,,0,3,1",26.7,",,,0,3,3",23.3,",,,0,5,1",23.9,",,,0,6,1",77,",0",38.3,",,,0,3,1",27.8,",,,0,3,3",31.1,",,,0,5,1",34.4,",,,0,6,1",12.2,",,,0,3,1",17.8,",,,0,3,3",14.4,",,,0,5,1",12.8,",,,0,6,1",18.3,",,,0,3,1",18.3,",,,0,3,3",17.8,",,,0,5,1",17.2,",,,0,6,1",17.1,",,,0,3,1",21.1,",,,0,3,3",17.9,",,,0,5,1",17.4,",,,0,6,1",,,30.9,",,,0,3,1",23.7,",,,0,3,3",26.2,",,,0,5,1",27.9,",,,0,6,1",,,47.8,",,,0",0,",,,0",17.55,"2,0",26.91,",,,0",8.19,"2,,,0",,
