"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00415410","1955-03","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","1.4","","1.4",",0","1",",0","0",",0","0",",0","","","0","1,0","0",",0","9",",0","0",",0","14",",0","0",",0","","","19550327",",,0","","","19550331","+,1,0","","","19550321",",,0","19550314","+,,0","-11.1",",0,27,","","","0","1,,0,31,+","0.5",",,0,21,","27.8",",0,14,+","164.5","4,,,0","1652.4","","","","","","243.5",",0","","","","","","","","","","","","","","","","","","","","","0.5",",,,0","0","1,,,0","10.52",",0","18.71",",,,0","2.34",",,,0","7028",",,,0"
"USC00415410","1955-04","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","25.0","","23.6",",0","1",",0","1",",0","0",",0","","","0",",0","0",",0","1",",0","0",",0","24",",0","1",",0","","","19550407",",,0","","","19550430","+,,0","","","19550430",",,0","19550426",",,0","0.0",",0,07,","","","0",",,0,30,+","12.2",",,0,30,","32.2",",0,26,","254.3","1,,,0","1735.2","","","","","","82.8",",0","","","","","","","","","","","","","","","","","","","","","12.2",",,,0","0",",,,0","16.36",",0","25.16",",,,0","7.56",",,,0","7328",",,,0"
"USC00415410","1955-05","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","92.0","","67.0",",0","10",",0","8",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","25",",0","3",",0","","","19550519",",,0","","","19550531","+,,0","1","","19550509",",,0","19550507",",,0","8.9",",0,19,","","","0",",,0,31,+","17.0",",,0,09,","33.9",",0,07,","219.9",",,,0","1754.4","","","","","","19.2",",0","","","","","","","","","","","","","","","","","","","","","54.1",",,,0","0",",,,0","19.87",",0","26.56",",,,0","13.19",",,,0","6350",",,,0"
"USC00415410","1955-06","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","236.4","","144.4","3,0","3",",0","2",",0","0",",0","","","0",",0","0",",0","0",",0","0","3,0","25","3,0","13","3,0","","","19550610",",,0","","","19550630","+,,0","4","","19550602",",,0","19550616",",3,0","8.3",",0,10,","","","0",",,0,30,+","15.5",",,0,02,","36.7","3,0,16,","234.6","4,,,0","1764.9","","","","","","10.5","3,0","","","","","","","","","","","","","","","","","","","","","28.0",",,,0","0",",,,0","23.19","3,0","30.21","3,,,0","16.16",",,,0","6286","1,,,0"
"USC00415410","1955-07","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","470.3","","233.9",",0","7",",0","6",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","19550719",",,0","","","19550731","+,,0","5","","19550719",",,0","19550708","+,,0","17.2",",0,19,","","","0",",,0,31,+","29.0",",,0,19,","36.7",",0,08,+","264.0","1,,,0","0.0","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","100.8",",,,0","0",",,,0","25.88",",0","32.58",",,,0","19.17",",,,0","6772","1,,,0"
"USC00415410","1955-08","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","699.1","","228.8",",0","3",",0","1",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","19550816",",,0","","","19550831","+,,0","3","","19550805",",,0","19550829","+,,0","13.3",",0,16,","","","0",",,0,31,+","20.3",",,0,05,","36.7",",0,29,+","214.6","1,,,0","0.0","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","21.6",",,,0","0",",,,0","25.71",",0","33.62",",,,0","17.81",",,,0","2878",",,,0"
"USC00415410","1955-09","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","836.9","","137.8",",0","6",",0","4",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","","","19550901",",,0","","","19550930","+,,0","1","","19550917",",,0","19550903",",,0","9.4",",0,01,","","","0",",,0,30,+","21.3",",,0,17,","33.9",",0,03,","162.9",",,,0","0.0","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","60.5",",,,0","0",",,,0","22.93",",0","30.33",",,,0","15.52",",,,0","3941",",,,0"
"USC00415410","1955-10","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","862.1","","25.2",",0","3",",0","3",",0","3",",0","","","0",",0","0",",0","3",",0","0",",0","26",",0","0",",0","","","19551030",",,0","","","19551031","+,,0","2","","19551004",",,0","19551019","+,,0","-1.1",",0,30,","","","0",",,0,31,+","40.9",",,0,04,","30.6",",0,19,+","141.5","2,,,0","68.9","","","","","","68.9",",0","","","","","","","","","","","","","","","","","","","","","113.3",",,,0","0",",,,0","16.92",",0","25.21",",,,0","8.64",",,,0","4120",",,,0"
"USC00415410","1955-11","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","862.4","","0.3",",0","0",",0","0",",0","0",",0","","","0",",0","0",",0","13",",0","0",",0","13",",0","0",",0","","","19551128",",,0","","","19551108","+,,0","","","19551130","+,,0","19551111",",,0","-7.8",",0,28,","","","0",",T,0,08,+","0.0",",T,0,30,+","27.2",",0,11,","126.7","2,,,0","323.6","","","","","","254.7",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","0",",T,,0","9.85",",0","18.32",",,,0","1.39",",,,0","5390","1,,,0"
"USC00415410","1956-01","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","","","0",",0","0",",0","23",",0","0",",0","6",",0","0",",0","2","","19560118",",,0","","","19560117",",,0","","","19560120","+,,0","19560105",",,0","-11.1",",0,18,","","","0",",T,0,17,","0.0",",T,0,20,+","26.1",",0,05,","76.7","3,,,0","","","","","","","374.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","0",",T,,0","6.27",",0","14.89",",,,0","-2.35",",,,0","4390",",,,0"
"USC00415410","1956-02","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.8","0","0.8","1,0","2","3,0","2","3,0","0","3,0","","","2",",0","0",",0","18",",0","4","1,0","8","1,0","0","1,0","","","19560206",",,0","","","19560202",",,0","","","19560202",",3,0","19560223",",1,0","-15.0",",0,06,","","","51",",,0,02,","5.1","3,,0,02,","27.2","1,0,23,","","","","","","","","","364.3","1,0","","","","","","","","","","","","","","","","","","","","","33.0",",a,,0","381",",a,,0","5.23","1,0","13.09","1,,,0","-2.63",",,,0","6018",",,,0"
"USC00415410","1956-03","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","10.5","0","9.7",",0","0",",0","0",",0","0",",0","","","0",",0","0",",0","10",",0","0",",0","19",",0","0",",0","","","19560316","+,,0","","","19560331","+,,0","","","19560331","+,,0","19560326",",,0","-6.7",",0,16,+","","","0",",,0,31,+","0.0",",,0,31,+","31.7",",0,26,","","","","","","","","","192.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","0",",,,0","12.45",",0","22.08",",,,0","2.83",",,,0","",""
"USC00415410","1956-04","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","38.9","0","28.4",",0","2",",0","2",",0","0",",0","","","0",",0","0",",0","2",",0","0",",0","21",",0","3",",0","","","19560410",",,0","","","19560419",",,0","","","19560419",",,0","19560426",",,0","-1.1",",0,10,","","","0",",T,0,19,","5.1",",,0,19,","34.4",",0,26,","","","","","","","","","116.9",",0","","","","","","","","","","","","","","","","","","","","","9.7",",,,0","0",",T,,0","15.38",",0","24.17",",,,0","6.59",",,,0","",""
"USC00415410","1956-05","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","186.6","0","147.7",",0","6",",0","5",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","19560516",",,0","","","19560531","+,,0","","","19560501",",,0","19560531",",,0","8.3",",0,16,","","","0",",,0,31,+","19.6",",,0,01,","35.6",",0,31,","","","","","","","","","2.5",",0","","","","","","","","","","","","","","","","","","","","","50.9",",,,0","0",",,,0","23.02",",0","31.52",",,,0","14.52",",,,0","",""
"USC00415410","1956-06","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","432.6","0","246.0",",0","7",",0","5",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","26",",0","","","19560603",",,0","","","19560630","+,,0","2","","19560618",",,0","19560616",",,0","13.9",",0,03,","","","0",",,0,30,+","31.2",",,0,18,","39.4",",0,16,","","","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","65.0",",,,0","0",",,,0","26.53",",0","34.50",",,,0","18.57",",,,0","",""
"USC00415410","1956-07","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","686.8","0","254.2",",0","6",",0","5",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","","","19560725",",,0","","","19560731","+,,0","1","","19560705",",,0","19560716",",,0","15.6",",0,25,","","","0",",,0,31,+","9.7",",,0,05,","37.8",",0,16,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","33.0",",,,0","0",",,,0","26.53",",0","34.30",",,,0","18.76",",,,0","",""
"USC00415410","1956-08","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","917.4","0","230.6",",0","2",",0","1",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","19560821",",,0","","","19560831","+,,0","","","19560803",",,0","19560830","+,,0","11.7",",0,21,","","","0",",,0,31,+","11.4",",,0,03,","36.7",",0,30,+","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","13.4",",,,0","0",",,,0","25.77",",0","34.22",",,,0","17.32",",,,0","",""
"USC00415410","1956-09","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","1078.6","0","161.2",",0","1",",0","0",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","","","19560909",",,0","","","19560930","+,,0","","","19560925",",,0","19560915",",,0","9.4",",0,09,","","","0",",,0,30,+","0.8",",,0,25,","37.2",",0,15,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.8",",,,0","0",",,,0","23.71",",0","33.28",",,,0","14.13",",,,0","",""
"USC00415410","1956-10","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","1121.3","0","42.7",",0","4",",0","3",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","","","19561031",",,0","","","19561031","+,,0","","","19561018",",,0","19561006",",,0","1.1",",0,31,","","","0",",,0,31,+","17.8",",,0,18,","34.4",",0,06,","","","45.3","0","","","","","45.3",",0","","","","","","","","","","","","","","","","","","","","","29.0",",,,0","0",",,,0","18.25",",0","26.62",",,,0","9.88",",,,0","",""
"USC00415410","1956-11","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","1121.3","0","0.0",",0","0",",0","0",",0","0",",0","","","","","0",",0","18",",0","0",",0","10",",0","0",",0","","","19561129",",,0","","","","","","","19561104",",,0","19561111",",,0","-8.3",",0,29,","","","","","0.0",",T,0,04,","29.4",",0,11,","","","330.6","0","","","","","285.3",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","","","8.82",",0","17.78",",,,0","-0.13",",,,0","",""
"USC00415410","1956-12","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","1121.3","0","0.0",",0","1",",0","1",",0","0",",0","","","","","0",",0","20",",0","0",",0","8",",0","0",",0","","","19561209",",,0","","","","","","","19561219",",,0","19561205",",,0","-8.3",",0,09,","","","","","6.6",",,0,19,","23.3",",0,05,","","","649.0","0","","","","","318.4",",0","","","","","","","","","","","","","","","","","","","","","6.6",",,,0","","","8.06",",0","16.27",",,,0","-0.14",",,,0","",""
"USC00415410","1957-01","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","3",",0","0",",0","0",",0","","","","","0",",0","19",",0","3",",0","6",",0","0",",0","","","19570117",",,0","","","","","","","19570129",",,0","19570113",",,0","-12.8",",0,17,","","","","","1.3",",,0,29,","26.7",",0,13,","","","1044.5","0","","","","","395.5",",0","","","","","","","","","","","","","","","","","","","","","2.6",",,,0","","","5.57",",0","12.94",",,,0","-1.79",",,,0","",""
"USC00415410","1957-02","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.8","0","0.8",",0","7",",0","2",",0","0",",0","","","","","0",",0","5",",0","0",",0","11",",0","0",",0","","","19570202",",,0","","","","","","","19570218",",,0","19570209",",,0","-5.6",",0,02,","","","","","9.9",",,0,18,","28.3",",0,09,","","","1262.8","0","","","","","218.3",",0","","","","","","","","","","","","","","","","","","","","","21.4",",,,0","","","10.56",",0","17.43",",,,0","3.70",",,,0","",""
"USC00415410","1957-03","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.8","0","0.0",",0","4",",0","4",",0","0",",0","","","","","0",",0","8",",0","0",",0","12",",0","0",",0","","","19570307",",,0","","","","","","","19570320",",,0","19570313",",,0","-5.0",",0,07,","","","","","11.4",",,0,20,","26.7",",0,13,","","","1497.2","0","","","","","234.4",",0","","","","","","","","","","","","","","","","","","","","","26.5",",,,0","","","10.77",",0","19.03",",,,0","2.52",",,,0","",""
"USC00415410","1957-04","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","11.8","0","11.0",",0","8",",0","5",",0","0",",0","","","","","0",",0","4",",0","0",",0","19",",0","1",",0","","","19570413",",,0","","","","","","","19570429",",,0","19570418",",,0","-3.3",",0,13,","","","","","18.5",",,0,29,","32.2",",0,18,","","","1632.9","0","","","","","135.7",",0","","","","","","","","","","","","","","","","","","","","","63.7",",,,0","","","14.18",",0","21.83",",,,0","6.53",",,,0","",""
"USC00415410","1957-05","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","51.0","0","39.2",",0","15",",0","9",",0","3",",0","","","","","0",",0","0",",0","0",",0","27",",0","1",",0","","","19570506",",,0","","","","","","","19570531",",,0","19570530",",,0","5.6",",0,06,","","","","","43.9",",,0,31,","32.2",",0,30,","","","1668.2","0","","","","","35.3",",0","","","","","","","","","","","","","","","","","","","","","163.8",",,,0","","","18.46",",0","24.85",",,,0","12.06",",,,0","",""
"USC00415410","1957-06","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","222.0","0","171.0",",0","7",",0","7",",0","1",",0","","","","","0",",0","0",",0","0",",0","28",",0","15",",0","","","19570602",",,0","","","","","","","19570601",",,0","19570630","+,,0","11.7",",0,02,","","","","","55.9",",,0,01,","40.0",",0,30,+","","","1676.5","0","","","","","8.3",",0","","","","","","","","","","","","","","","","","","","","","120.3",",,,0","","","23.76",",0","31.00",",,,0","16.52",",,,0","",""
"USC00415410","1957-07","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","502.7","0","280.7",",0","2",",0","1",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","29",",0","","","19570712",",,0","","","","","","","19570722",",,0","19570708","+,,0","15.6",",0,12,","","","","","38.6",",,0,22,","38.3",",0,08,+","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","39.1",",,,0","","","27.39",",0","35.33",",,,0","19.44",",,,0","",""
"USC00415410","1957-08","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","734.1","0","231.4",",0","2",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","24",",0","","","19570823","+,,0","","","","","","","19570814",",,0","19570803",",,0","15.6",",0,23,+","","","","","7.4",",,0,14,","37.2",",0,03,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","8.2",",,,0","","","25.80",",0","33.31",",,,0","18.29",",,,0","",""
"USC00415410","1957-09","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","811.4","0","77.3",",0","3",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","7",",0","","","19570928","+,,0","","","","","","","19570907",",,0","19570902",",,0","7.8",",0,28,+","","","","","12.2",",,0,07,","35.0",",0,02,","","","7.5","0","","","","","7.5",",0","","","","","","","","","","","","","","","","","","","","","15.0",",,,0","","","20.66",",0","29.08",",,,0","12.24",",,,0","",""
"USC00415410","1957-10","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","828.9","0","17.5",",0","9",",0","6",",0","2",",0","","","","","0",",0","1",",0","0",",0","14",",0","0",",0","","","19571027",",,0","","","","","","","19571020",",,0","19571004","+,,0","-1.1",",0,27,","","","","","39.1",",,0,20,","31.7",",0,04,+","","","128.2","0","","","","","120.7",",0","","","","","","","","","","","","","","","","","","","","","118.8",",,,0","","","15.01",",0","21.57",",,,0","8.45",",,,0","",""
"USC00415410","1957-11","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","829.2","0","0.3",",0","9",",0","6",",0","0",",0","","","","","0",",0","13",",0","0",",0","2",",0","0",",0","","","19571123",",,0","","","","","","","19571104",",,0","19571101",",,0","-16.1",",0,23,","","","","","11.4",",,0,04,","23.3",",0,01,","","","452.6","0","","","","","324.4",",0","","","","","","","","","","","","","","","","","","","","","42.0",",,,0","","","7.53",",0","13.41",",,,0","1.65",",,,0","",""
"USC00415410","1957-12","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","829.2","0","0.0",",0","1",",0","0",",0","0",",0","","","","","0",",0","20",",0","0",",0","1",",0","0",",0","","","19571211",",,0","","","","","","","19571224",",,0","19571216",",,0","-8.3",",0,11,","","","","","1.3",",,0,24,","22.8",",0,16,","","","767.2","0","","","","","314.6",",0","","","","","","","","","","","","","","","","","","","","","1.3",",,,0","","","8.18",",0","16.37",",,,0","0.00",",,,0","",""
"USC00415410","1958-01","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","4",",0","4",",0","0",",0","","","","","0",",0","25",",0","0",",0","0",",0","0",",0","","","19580107",",,0","","","","","","","19580105",",,0","19580130",",,0","-11.1",",0,07,","","","","","17.0",",,0,05,","20.0",",0,30,","","","1212.2","0","","","","","445.0",",0","","","","","","","","","","","","","","","","","","","","","37.1",",,,0","","","3.98",",0","10.57",",,,0","-2.61",",,,0","",""
"USC00415410","1958-02","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","8",",0","2",",0","0",",0","","","","","0",",0","18",",0","1",",0","4",",0","0",",0","","","19580212",",,0","","","","","","","19580222",",,0","19580204",",,0","-9.4",",0,12,","","","","","5.8",",,0,22,","23.3",",0,04,","","","1580.4","0","","","","","368.2",",0","","","","","","","","","","","","","","","","","","","","","14.7",",,,0","","","5.18",",0","11.80",",,,0","-1.44",",,,0","",""
"USC00415410","1958-03","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0","2,0","13",",0","10",",0","0",",0","","","","","0","1,0","16","1,0","0","1,0","2","1,0","0","1,0","","","19580313",",1,0","","","","","","","19580312",",,0","19580321",",1,0","-8.3","1,0,13,","","","","","15.2",",,0,12,","24.4","1,0,21,","","","1946.0","0","","","","","365.6","1,0","","","","","","","","","","","","","","","","","","","","","75.5",",,,0","","","5.91","2,0","11.91","1,,,0","-0.10","1,,,0","",""
"USC00415410","1958-04","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","8.6","0","8.6",",0","4",",0","4",",0","0",",0","","","","","0",",0","1",",0","0",",0","17",",0","0",",0","","","19580410",",,0","","","","","","","19580417",",,0","19580423",",,0","-0.6",",0,10,","","","","","22.6",",,0,17,","31.1",",0,23,","","","2088.0","0","","","","","142.0",",0","","","","","","","","","","","","","","","","","","","","","57.7",",,,0","","","13.89",",0","21.13",",,,0","6.65",",,,0","",""
"USC00415410","1958-05","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","102.0","0","93.4",",0","7",",0","6",",0","2",",0","","","","","0",",0","0",",0","0",",0","29",",0","8",",0","","","19580505",",,0","","","","","","","19580509",",,0","19580530",",,0","6.7",",0,05,","","","","","52.1",",,0,09,","38.9",",0,30,","","","2105.6","0","","","","","17.6",",0","","","","","","","","","","","","","","","","","","","","","114.7",",,,0","","","20.78",",0","28.49",",,,0","13.07",",,,0","",""
"USC00415410","1958-06","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","333.8","0","231.8","2,0","3",",0","2",",0","0",",0","","","","","0","1,0","0","1,0","0","1,0","29","1,0","23","1,0","","","19580627","+,1,0","","","","","","","19580629",",,0","19580611",",1,0","12.2","1,0,27,+","","","","","10.4",",,0,29,","39.4","1,0,11,","","","2105.6","0","","","","","0.0","1,0","","","","","","","","","","","","","","","","","","","","","18.5",",,,0","","","26.56","2,0","34.56","1,,,0","18.55","1,,,0","",""
"USC00415410","1958-07","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","605.9","0","272.1",",0","5",",0","5",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","28",",0","","","19580716",",,0","","","","","","","19580728",",,0","19580714",",,0","13.3",",0,16,","","","","","58.4",",,0,28,","41.1",",0,14,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","81.0",",,,0","","","27.11",",0","35.22",",,,0","19.00",",,,0","",""
"USC00415410","1958-08","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","853.5","0","247.6",",0","3",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","26",",0","","","19580825",",,0","","","","","","","19580801",",,0","19580813",",,0","13.9",",0,25,","","","","","3.3",",,0,01,","40.0",",0,13,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","5.6",",,,0","","","26.32",",0","34.21",",,,0","18.43",",,,0","",""
"USC00415410","1958-09","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","983.6","0","130.1",",0","8",",0","7",",0","0",",0","","","","","0",",0","0",",0","0",",0","28",",0","9",",0","","","19580918","+,,0","","","","","","","19580927",",,0","19580903","+,,0","8.9",",0,18,+","","","","","18.5",",,0,27,","33.9",",0,03,+","","","10.9","0","","","","","10.9",",0","","","","","","","","","","","","","","","","","","","","","65.7",",,,0","","","22.31",",0","29.10",",,,0","15.52",",,,0","",""
"USC00415410","1958-10","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","1003.7","0","20.1",",0","11",",0","5",",0","0",",0","","","","","0",",0","0",",0","0",",0","21",",0","0",",0","","","19581031","+,,0","","","","","","","19581026",",,0","19581020","+,,0","2.8",",0,31,+","","","","","4.6",",,0,26,","30.0",",0,20,+","","","112.6","0","","","","","101.7",",0","","","","","","","","","","","","","","","","","","","","","23.2",",,,0","","","15.70",",0","22.00",",,,0","9.40",",,,0","",""
"USC00415410","1958-11","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","1003.7","0","0.0",",0","3",",0","2",",0","0",",0","","","","","0",",0","10",",0","0",",0","14",",0","0",",0","","","19581128",",,0","","","","","","","19581114",",,0","19581111","+,,0","-8.3",",0,28,","","","","","5.8",",,0,14,","26.7",",0,11,+","","","333.7","0","","","","","221.1",",0","","","","","","","","","","","","","","","","","","","","","12.2",",,,0","","","10.96",",0","19.19",",,,0","2.74",",,,0","",""
"USC00415410","1958-12","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","1003.7","0","0.0","1,0","0",",0","0",",0","0",",0","","","","","0",",0","25",",0","1","1,0","2","1,0","0","1,0","","","19581230",",,0","","","","","","","19581231","+,,0","19581204",",1,0","-11.7",",0,30,","","","","","0.0",",,0,31,+","27.8","1,0,04,","","","705.3","0","","","","","371.6","1,0","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","","","5.97","1,0","14.53","1,,,0","-2.58",",,,0","",""
"USC00415410","1959-01","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0","3,0","1",",0","0",",0","0",",0","","","","","2","2,0","21","2,0","1","1,0","5","1,0","0","1,0","","","19590105",",2,0","","","","","","","19590115",",,0","19590125",",1,0","-21.1","2,0,05,","","","","","1.0",",,0,15,","25.0","1,0,25,","","","1072.0","0","","","","","366.7","1,0","","","","","","","","","","","","","","","","","","","","","1.0",",,,0","","","4.90","3,0","14.44","1,,,0","-4.64","2,,,0","",""
"USC00415410","1959-02","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0","2,0","1",",0","1",",0","0",",0","","","","","0","1,0","16","1,0","1","1,0","6","1,0","0","1,0","","","19590202",",1,0","","","","","","","19590202",",,0","19590216",",1,0","-10.0","1,0,02,","","","","","4.1",",,0,02,","26.7","1,0,16,","","","1362.1","0","","","","","290.1","1,0","","","","","","","","","","","","","","","","","","","","","4.1",",,,0","","","7.09","2,0","14.75","1,,,0","-0.58","1,,,0","",""
"USC00415410","1959-03","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","","","","","0",",0","13",",0","0",",0","16",",0","0",",0","","","19590306",",,0","","","","","","","19590331","+,,0","19590330","+,,0","-5.0",",0,06,","","","","","0.0",",,0,31,+","27.8",",0,30,+","","","1587.3","0","","","","","225.2",",0","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","","","11.07",",0","20.57",",,,0","1.56",",,,0","",""
"USC00415410","1959-04","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","38.9","0","38.9",",0","3",",0","2",",0","1",",0","","","","","0",",0","1",",0","0",",0","19",",0","6",",0","","","19590413",",,0","","","","","","","19590408",",,0","19590425",",,0","-2.8",",0,13,","","","","","26.4",",,0,08,","36.1",",0,25,","","","1716.3","0","","","","","129.0",",0","","","","","","","","","","","","","","","","","","","","","29.4",",,,0","","","15.33",",0","23.60",",,,0","7.06",",,,0","",""
"USC00415410","1959-05","33.6897","-101.8219","989.1","LUBBOCK 9 N, TX US","138.0","0","99.1","1,0","11",",0","8",",0","0",",0","","","","","0","1,0","0","1,0","0",",0","27",",0","11",",0","","","19590506",",1,0","","","","","","","19590509",",,0","19590530",",,0","7.2","1,0,06,","","","","","15.0",",,0,09,","35.6",",0,30,","","","1731.8","0","","","","","15.5",",0","","","","","","","","","","","","","","","","","","","","","72.4",",,,0","","","21.20","1,0","28.46",",,,0","13.93","1,,,0","",""
